code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
9278,ブックオフグループホールディングス,小売業,2206,5.65,18.8,3.1,8.5,2345,2070,2345,厳選,順張り,5.54,[],,0.48853643748267883,中立,📊業種空売り中立(48.9%),13.94
7725,インターアクション,精密機器,1811,1.8,17.6,5.0,5.9,1907,1635,2288,厳選,順張り,0.9,[],,0.35148703121673847,空売り低位,📈業種空売り低位(35.1%),11.780000000000001
3436,ＳＵＭＣＯ,金属製品,5307,3.39,1804.4,9.4,1.9,5939,4336,5939,厳選,順張り,2.64,[],,0.3846134159551551,空売り低位,📈業種空売り低位(38.5%),11.44
7453,良品計画,小売業,4310,1.82,453.1,3.6,2.1,4589,3614,4589,厳選,順張り,1.71,[],,0.48853643748267883,中立,📊業種空売り中立(48.9%),10.91
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,5250,3.39,132.5,4.6,1.0,5302,4736,5587,厳選,順張り,3.27,[],,0.48853643748267883,中立,📊業種空売り中立(48.9%),10.0
7513,コジマ,小売業,1312,2.74,17.5,2.5,6.0,1400,1264,1473,補欠,順張り,2.63,[],,0.48853643748267883,中立,📊業種空売り中立(48.9%),13.504999999999999
4911,資生堂,化学,2943,5.11,139.9,2.8,1.6,2988,2694,3437,補欠,順張り,3.66,[],,0.44847957747544115,中立,📊業種空売り中立(44.8%),11.2
4432,ウイングアーク１ｓｔ,情報・通信業,2741,8.21,27.1,2.6,5.2,2776,2527,2888,補欠,順張り,-53.13,[],,0.39538423750762003,空売り低位,📈業種空売り低位(39.5%),8.355
8473,ＳＢＩホールディングス,証券、商品先物取引業,2817,0.99,128.7,2.7,1.1,2853,2677,3247,補欠,順張り,0.17,[],,0.3855127114077468,空売り低位,📈業種空売り低位(38.6%),7.37
5016,ＪＸ金属,非鉄金属,3897,1.59,815.4,6.7,0.7,4024,3681,5828,補欠,順張り,0.34,[],,0.42999184782594396,中立,📊業種空売り中立(43.0%),6.74
