code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,10300,7.49,815.0,3.2,7.5,10845,8815,10845,厳選,順張り,8.29,[],,0.4740296890628256,中立,📊業種空売り中立(47.4%),18.0
6875,メガチップス,電気機器,11700,7.14,62.6,3.5,3.6,12520,9560,12520,厳選,順張り,6.1,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),13.329999999999998
4565,ネクセラファーマ,医薬品,1167,5.9,48.6,3.5,3.2,1235,948,1235,厳選,順張り,6.74,[],,0.4841538258150192,中立,📊業種空売り中立(48.4%),11.83
5713,住友金属鉱山,非鉄金属,10615,5.26,391.1,3.9,1.1,10615,9259,13300,厳選,順張り,3.69,[],,0.4372806614631218,中立,📊業種空売り中立(43.7%),10.2
6965,浜松ホトニクス,電気機器,2193,2.5,104.4,3.6,1.6,2207,1971,2384,厳選,順張り,1.45,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),9.65
6326,クボタ,機械,2814,4.22,389.1,2.6,3.1,2900,2528,3268,補欠,順張り,3.03,[],,0.435014968255388,中立,📊業種空売り中立(43.5%),14.2
6638,ミマキエンジニアリング,電気機器,1706,9.85,5.4,3.0,3.8,1750,1486,1920,補欠,順張り,8.81,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),10.87
6305,日立建機,機械,5679,2.86,87.0,3.0,1.6,5723,5407,7225,補欠,順張り,1.67,[],,0.435014968255388,中立,📊業種空売り中立(43.5%),9.219999999999999
7911,ＴＯＰＰＡＮホールディングス,その他製品,5297,0.91,119.6,3.9,1.3,5449,4486,5928,補欠,順張り,0.94,[],,0.4030347817684683,中立,📊業種空売り中立(40.3%),8.54
4980,デクセリアルズ,化学,2719,2.91,53.6,2.9,1.4,2739,2435,3105,補欠,順張り,3.09,[],,0.39534346865608466,空売り低位,📈業種空売り低位(39.5%),8.48
