code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
4392,ＦＩＧ,情報・通信業,1403,5.89,177.4,8.6,3.7,1423,896,3075,厳選,順張り,6.37,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),15.4
4413,ボードルア,情報・通信業,3035,3.16,39.9,4.7,4.4,3290,2735,3290,厳選,順張り,3.64,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),13.795
4385,メルカリ,情報・通信業,4750,6.19,208.4,4.4,2.2,4933,4473,5111,厳選,順張り,6.67,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),12.4
2413,エムスリー,サービス業,1732,2.18,114.6,4.0,1.2,1773,1585,2003,厳選,順張り,2.36,[],,0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),9.76
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,3015,3.11,16.5,4.0,1.4,3185,2681,3310,厳選,順張り,3.59,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),6.625
4911,資生堂,化学,3503,1.95,110.1,4.4,0.8,3654,3398,3698,補欠,順張り,5.13,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),9.6
4751,サイバーエージェント,サービス業,1272,1.27,116.3,2.9,1.4,1285,1228,1588,補欠,順張り,1.45,[],,0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),9.25
9766,コナミグループ,情報・通信業,21680,0.65,121.6,4.0,0.9,22150,20935,22980,補欠,順張り,1.13,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),7.93
5563,新日本電工,鉄鋼,445,1.6,5.4,4.3,1.3,449,421,552,補欠,順張り,3.86,[],,0.40808060055187245,中立,📊業種空売り中立(40.8%),5.869999999999999
8237,松屋,小売業,2122,6.9,8.5,5.4,1.2,2150,1912,2265,補欠,順張り,6.85,[],,0.41629078218038734,中立,📊業種空売り中立(41.6%),5.825
