code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6966,三井ハイテック,電気機器,940,4.56,191.8,3.2,9.3,1014,889,1348,厳選,順張り,3.92,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),18.0
6962,大真空,電気機器,804,8.94,10.7,3.4,3.7,814,727,1205,厳選,順張り,8.3,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),10.935
6594,ニデック,電気機器,2737,5.63,149.0,3.6,1.4,2812,2488,2919,厳選,順張り,4.99,['unclear_or_alert'],⚠️整理・注意,0.41433342390241823,中立,📊業種空売り中立(41.4%),10.8
6976,太陽誘電,電気機器,9403,4.8,3218.1,6.6,1.3,9942,8846,24065,厳選,順張り,4.16,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),10.6
6779,日本電波工業,電気機器,2897,5.85,57.9,6.0,2.3,3015,2491,5010,厳選,順張り,5.2,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),10.495
6324,ハーモニック・ドライブ・システムズ,機械,5980,2.75,56.0,5.2,0.8,6030,5390,9150,補欠,順張り,3.61,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),7.3999999999999995
3778,さくらインターネット,情報・通信業,3885,3.6,32.9,6.0,0.7,3885,3515,4350,補欠,順張り,2.84,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),5.885
5310,東洋炭素,ガラス・土石製品,7130,2.59,8.0,3.7,1.2,7180,6690,8990,補欠,順張り,3.37,[],,0.4614467201058739,中立,📊業種空売り中立(46.1%),5.800000000000001
3132,マクニカホールディングス,卸売業,3674,3.46,22.8,3.9,0.8,3692,3431,3914,補欠,順張り,3.37,[],,0.39385909448474826,空売り低位,📈業種空売り低位(39.4%),5.74
429A,テクセンドフォトマスク,その他製品,3945,3.54,24.6,4.0,0.7,4035,3690,4920,補欠,順張り,3.73,[],,0.3560585117797482,空売り低位,📈業種空売り低位(35.6%),5.630000000000001
