code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
8267,イオン,小売業,1395,1.75,144.7,3.0,1.1,1438,1347,1727,厳選,順張り,1.96,[],,0.4290048481960754,中立,📊業種空売り中立(42.9%),9.16
9843,ニトリホールディングス,小売業,2459,1.84,80.5,3.6,1.0,2509,2371,2790,厳選,順張り,2.05,[],,0.4290048481960754,中立,📊業種空売り中立(42.9%),8.075
3697,ＳＨＩＦＴ,情報・通信業,743,9.36,118.5,4.9,2.3,754,673,794,厳選,順張り,-49.97,[],,0.41070895850338496,中立,📊業種空売り中立(41.1%),6.6
9766,コナミグループ,情報・通信業,18875,3.57,146.5,3.1,1.4,19125,17980,21730,厳選,順張り,-55.76,[],,0.41070895850338496,中立,📊業種空売り中立(41.1%),4.8
9697,カプコン,情報・通信業,3412,4.06,106.0,3.0,1.3,3498,3226,3804,厳選,順張り,-55.27,[],,0.41070895850338496,中立,📊業種空売り中立(41.1%),4.6
7974,任天堂,その他製品,7294,3.02,886.7,2.5,1.4,7429,6952,8615,補欠,順張り,4.02,[],,0.34763911811785864,空売り低位,📈業種空売り低位(34.8%),10.8
4543,テルモ,精密機器,2267,2.74,128.7,2.6,1.3,2279,2168,2463,補欠,順張り,4.92,[],,0.30577949529610937,空売り低位,📈業種空売り低位(30.6%),10.6
4911,資生堂,化学,3060,1.19,115.2,2.8,1.2,3104,2772,3437,補欠,順張り,3.44,[],,0.4211757436899053,中立,📊業種空売り中立(42.1%),10.4
7532,パン・パシフィック・インターナショナルホールディングス,小売業,889,2.3,117.7,2.7,1.3,903,846,962,補欠,順張り,2.51,[],,0.4290048481960754,中立,📊業種空売り中立(42.9%),10.11
7741,ＨＯＹＡ,精密機器,25215,0.66,268.8,2.8,1.0,25965,24625,29795,補欠,順張り,2.84,[],,0.30577949529610937,空売り低位,📈業種空売り低位(30.6%),9.84
