code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,4931,3.18,164.6,4.4,1.3,4986,4515,5587,厳選,順張り,3.72,[],,0.48997555410966936,中立,📊業種空売り中立(49.0%),10.6
9501,東京電力ホールディングス,電気・ガス業,479,3.81,190.3,4.0,1.1,484,450,701,厳選,順張り,3.67,[],,0.3953700114547965,空売り低位,📈業種空売り低位(39.5%),10.2
4784,ＧＭＯインターネット,サービス業,500,7.07,18.4,4.5,2.4,505,460,785,厳選,順張り,7.09,[],,0.3827025050126735,空売り低位,📈業種空売り低位(38.3%),8.719999999999999
5838,楽天銀行,銀行業,5787,2.5,116.1,3.6,1.2,5941,5123,7026,厳選,順張り,0.97,[],,0.36605499679080755,空売り低位,📈業種空売り低位(36.6%),8.370000000000001
4968,荒川化学工業,化学,2101,7.69,14.2,7.4,2.0,2210,1923,2625,厳選,順張り,8.67,[],,0.38315407612701713,空売り低位,📈業種空売り低位(38.3%),7.71
7581,サイゼリヤ,小売業,5770,2.49,64.7,2.5,2.5,5820,5350,6210,補欠,順張り,3.03,[],,0.48997555410966936,中立,📊業種空売り中立(49.0%),11.235
1605,ＩＮＰＥＸ,鉱業,3388,3.26,211.8,2.6,1.3,3412,3192,4388,補欠,順張り,3.0,[],,0.39938107563040215,空売り低位,📈業種空売り低位(39.9%),10.6
7532,パン・パシフィック・インターナショナルホールディングス,小売業,873,0.75,128.7,2.7,1.4,882,808,984,補欠,順張り,1.29,[],,0.48997555410966936,中立,📊業種空売り中立(49.0%),9.09
3415,ＴＯＫＹＯ　ＢＡＳＥ,小売業,410,7.33,6.2,4.8,1.8,410,329,481,補欠,順張り,7.87,[],,0.48997555410966936,中立,📊業種空売り中立(49.0%),6.909999999999999
9104,商船三井,海運業,5421,1.86,152.9,2.5,0.9,5491,5045,6716,補欠,順張り,-0.15,[],,0.37870655465539954,空売り低位,📈業種空売り低位(37.9%),6.65
