code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6857,アドバンテスト,電気機器,35700,3.63,3148.4,5.7,1.0,36020,32610,38730,厳選,順張り,3.44,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),10.0
6787,メイコー,電気機器,18590,3.34,85.5,7.1,0.9,18590,16690,42250,厳選,順張り,3.14,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),9.075
5714,ＤＯＷＡホールディングス,非鉄金属,10450,3.52,71.9,3.8,1.1,10660,9612,11170,厳選,順張り,2.17,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),7.965
6498,キッツ,機械,1969,1.39,21.5,4.3,2.9,1997,1890,2699,厳選,順張り,1.04,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),7.915
6376,日機装,精密機器,3625,5.07,28.9,5.8,1.4,3690,3365,4530,厳選,順張り,4.91,[],,0.4178678646487063,中立,📊業種空売り中立(41.8%),7.244999999999999
6526,ソシオネクスト,電気機器,2004,2.14,111.4,5.4,0.7,2043,1882,3200,補欠,順張り,1.95,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),8.35
7532,パン・パシフィック・インターナショナルホールディングス,小売業,824,1.25,91.1,2.8,0.9,836,803,984,補欠,順張り,1.2,[],,0.41629078218038734,中立,📊業種空売り中立(41.6%),7.555
5706,三井金属,非鉄金属,29025,2.45,344.0,6.9,0.7,29095,27045,57700,補欠,順張り,1.11,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),7.51
4901,富士フイルムホールディングス,化学,3300,1.57,141.9,2.6,0.7,3329,3174,3908,補欠,順張り,1.0,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),7.4
3663,セルシス,情報・通信業,1924,3.22,9.5,4.7,1.9,1940,1809,2114,補欠,順張り,3.12,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),7.2749999999999995
