code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
4980,デクセリアルズ,化学,4187,8.78,516.7,3.2,6.4,4486,2573,4486,厳選,順張り,9.67,[],,0.3645418370971709,空売り低位,📈業種空売り低位(36.5%),18.0
5802,住友電気工業,非鉄金属,11380,3.64,983.4,6.7,1.1,13030,10650,13030,厳選,順張り,6.29,[],,0.32979587401903404,空売り低位,📈業種空売り低位(33.0%),10.2
6871,日本マイクロニクス,電気機器,15690,2.55,190.9,5.2,1.2,17500,13920,17500,厳選,順張り,2.38,[],,0.34661750162666943,空売り低位,📈業種空売り低位(34.7%),9.78
5901,東洋製罐グループホールディングス,金属製品,3822,3.13,40.0,3.2,2.1,3930,3357,4095,厳選,順張り,3.83,[],,0.3435319259667767,空売り低位,📈業種空売り低位(34.4%),9.2
6055,ジャパンマテリアル,サービス業,2078,4.32,24.6,4.5,1.5,2253,1953,2253,厳選,順張り,4.33,[],,0.40118465202393727,中立,📊業種空売り中立(40.1%),7.23
6071,ＩＢＪ,サービス業,811,9.15,8.1,2.5,5.5,857,724,857,補欠,順張り,9.16,[],,0.40118465202393727,中立,📊業種空売り中立(40.1%),13.405
5101,横浜ゴム,ゴム製品,6654,0.82,133.1,3.3,1.9,6957,6224,8063,補欠,順張り,2.7,[],,0.42308254542524126,中立,📊業種空売り中立(42.3%),11.5
4216,旭有機材,化学,6290,5.36,17.7,2.6,3.7,6520,5710,7080,補欠,順張り,6.25,[],,0.3645418370971709,空売り低位,📈業種空売り低位(36.5%),11.285
1808,長谷工コーポレーション,建設業,2844,5.96,63.0,2.5,1.9,2897,2657,3419,補欠,順張り,6.06,[],,0.3747762525446448,空売り低位,📈業種空売り低位(37.5%),9.95
6701,日本電気,電気機器,4162,3.95,264.2,3.3,0.7,4359,3961,4707,補欠,順張り,3.78,[],,0.34661750162666943,空売り低位,📈業種空売り低位(34.7%),9.4
