code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
3498,霞ヶ関キャピタル,不動産業,6280,8.65,62.5,3.8,2.6,6460,5520,7060,厳選,順張り,7.18,[],,0.43429344260123787,中立,📊業種空売り中立(43.4%),11.325
7202,いすゞ自動車,輸送用機器,2294,7.45,97.3,3.1,1.3,2338,2055,2506,厳選,順張り,4.68,[],,0.44995193605137374,中立,📊業種空売り中立(45.0%),10.465
6857,アドバンテスト,電気機器,29420,7.67,2938.6,4.4,1.2,29620,24150,32400,厳選,順張り,3.85,[],,0.4008483041271829,中立,📊業種空売り中立(40.1%),10.4
7201,日産自動車,輸送用機器,356,5.84,133.6,3.7,1.1,359,317,417,厳選,順張り,3.07,[],,0.44995193605137374,中立,📊業種空売り中立(45.0%),10.2
4004,レゾナック・ホールディングス,化学,18395,8.53,779.5,6.6,1.0,18665,14505,20495,厳選,順張り,5.41,[],,0.3984898826010922,空売り低位,📈業種空売り低位(39.8%),10.0
8015,豊田通商,卸売業,6505,5.36,126.5,3.4,0.8,6594,5816,7559,補欠,順張り,4.18,[],,0.4056298299731414,中立,📊業種空売り中立(40.6%),9.6
6963,ローム,電気機器,5257,6.59,239.9,5.5,0.7,5309,4439,5752,補欠,順張り,2.78,[],,0.4008483041271829,中立,📊業種空売り中立(40.1%),9.18
3110,日東紡績,ガラス・土石製品,19460,5.88,360.6,8.0,0.8,20180,16400,32900,補欠,順張り,2.56,[],,0.40147198622870434,中立,📊業種空売り中立(40.1%),9.16
7003,三井Ｅ＆Ｓ,機械,4426,6.47,113.4,5.5,0.7,4505,3751,6929,補欠,順張り,2.3,[],,0.4398888302203252,中立,📊業種空売り中立(44.0%),8.7
6504,富士電機,電気機器,14360,6.25,115.5,5.1,0.6,14405,12510,17800,補欠,順張り,2.44,[],,0.4008483041271829,中立,📊業種空売り中立(40.1%),8.64
