code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6674,ジーエス・ユアサ　コーポレーション,電気機器,6010,4.98,248.9,4.7,4.5,6314,5095,7899,厳選,順張り,0.89,[],,0.4343558982316694,中立,📊業種空売り中立(43.4%),14.89
1969,高砂熱学工業,建設業,4440,4.62,87.0,3.5,3.4,4444,4086,5290,厳選,順張り,0.49,[],,0.43922646098298757,中立,📊業種空売り中立(43.9%),11.64
6645,オムロン,電気機器,5931,7.1,143.1,4.0,1.8,5931,5115,6383,厳選,順張り,3.01,[],,0.4343558982316694,中立,📊業種空売り中立(43.4%),11.6
6925,ウシオ電機,電気機器,4360,8.65,59.3,4.1,2.7,4416,3516,5164,厳選,順張り,4.56,[],,0.4343558982316694,中立,📊業種空売り中立(43.4%),11.365
2395,新日本科学,サービス業,1350,9.14,12.2,3.2,3.8,1375,1223,1475,厳選,順張り,9.0,[],,0.4589786873253532,中立,📊業種空売り中立(45.9%),11.209999999999999
4183,三井化学,化学,2139,2.0,137.3,2.8,3.3,2221,2034,2275,補欠,順張り,-1.22,[],,0.46531169386467197,中立,📊業種空売り中立(46.5%),10.379999999999999
3099,三越伊勢丹ホールディングス,小売業,3634,2.6,91.2,2.9,1.1,3660,3438,4192,補欠,順張り,3.83,[],,0.5217262639411185,中立,📊業種空売り中立(52.2%),9.760000000000002
8303,ＳＢＩ新生銀行,銀行業,1500,4.35,94.3,2.8,1.7,1527,1405,1727,補欠,順張り,1.61,[],,0.5031278838525819,中立,📊業種空売り中立(50.3%),9.725
3436,ＳＵＭＣＯ,金属製品,3756,5.95,498.1,9.3,0.6,3869,2760,5939,補欠,順張り,4.08,[],,0.38145422551851416,空売り低位,📈業種空売り低位(38.1%),9.2
8053,住友商事,卸売業,1720,3.49,197.4,2.8,0.9,1720,1539,1943,補欠,順張り,2.28,[],,0.49661272790216104,中立,📊業種空売り中立(49.7%),9.08
