code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
7261,マツダ,輸送用機器,1034,4.07,290.3,3.0,3.7,1144,978,1395,厳選,順張り,3.92,[],,0.4834475600526161,中立,📊業種空売り中立(48.3%),15.4
4062,イビデン,電気機器,16550,5.72,3689.5,6.4,2.9,18365,13035,18365,厳選,順張り,5.6,[],,0.3292923326514555,空売り低位,📈業種空売り低位(32.9%),13.8
7012,川崎重工業,輸送用機器,3391,6.97,1317.5,4.6,2.7,3391,3054,3766,厳選,順張り,6.82,[],,0.4834475600526161,中立,📊業種空売り中立(48.3%),13.4
5384,フジミインコーポレーテッド,ガラス・土石製品,3700,6.63,49.4,3.1,3.9,3920,3215,3920,厳選,順張り,4.95,[],,0.4139793128658213,中立,📊業種空売り中立(41.4%),13.27
6143,ソディック,機械,1865,3.67,33.8,4.2,4.2,2061,1538,2061,厳選,順張り,3.4,[],,0.43932774582689715,中立,📊業種空売り中立(43.9%),13.09
8022,美津濃,その他製品,3465,2.97,30.2,2.5,4.6,3545,3250,4385,補欠,順張り,3.42,[],,0.3493782608980054,空売り低位,📈業種空売り低位(34.9%),13.709999999999999
5233,太平洋セメント,ガラス・土石製品,3781,4.05,83.5,2.5,3.5,3899,3518,4885,補欠,順張り,2.37,[],,0.4139793128658213,中立,📊業種空売り中立(41.4%),13.545000000000002
3407,旭化成,化学,1654,7.96,217.6,2.7,2.5,1664,1503,1889,補欠,順張り,7.61,[],,0.4003575464597471,中立,📊業種空売り中立(40.0%),13.0
5711,三菱マテリアル,非鉄金属,5817,4.17,104.7,2.8,1.6,5838,5010,6126,補欠,順張り,4.37,[],,0.28804570196716267,空売り低位,📈業種空売り低位(28.8%),11.2
6622,ダイヘン,電気機器,17720,0.57,104.2,4.1,2.6,19790,15150,19790,補欠,順張り,0.45,[],,0.3292923326514555,空売り低位,📈業種空売り低位(32.9%),10.65
