code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6871,日本マイクロニクス,電気機器,16350,9.29,325.0,7.3,1.6,16770,14570,18180,厳選,順張り,8.15,[],,0.3156918030663647,空売り低位,📈業種空売り低位(31.6%),11.2
6963,ローム,電気機器,5556,4.2,369.9,6.1,1.2,6099,5139,6099,厳選,順張り,3.06,[],,0.3156918030663647,空売り低位,📈業種空売り低位(31.6%),10.4
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,10810,9.92,942.3,8.0,1.1,12005,9559,12220,厳選,順張り,8.79,[],,0.3156918030663647,空売り低位,📈業種空売り低位(31.6%),10.2
6857,アドバンテスト,電気機器,29160,5.86,2584.6,5.5,1.0,30230,27545,35940,厳選,順張り,4.73,[],,0.3156918030663647,空売り低位,📈業種空売り低位(31.6%),10.0
6814,古野電気,電気機器,6410,3.55,43.4,4.5,1.9,6680,5810,7980,厳選,順張り,2.42,[],,0.3156918030663647,空売り低位,📈業種空売り低位(31.6%),8.39
1605,ＩＮＰＥＸ,鉱業,3427,1.15,173.1,2.6,1.0,3470,3215,4388,補欠,順張り,1.18,[],,0.4289658920485289,中立,📊業種空売り中立(42.9%),8.18
9107,川崎汽船,海運業,2581,1.24,99.8,2.6,0.8,2627,2409,2839,補欠,順張り,0.88,[],,0.5308618627434256,中立,📊業種空売り中立(53.1%),7.470000000000001
4568,第一三共,医薬品,2733,0.59,120.8,2.6,0.6,2787,2638,3016,補欠,順張り,0.88,[],,0.430632910137942,中立,📊業種空売り中立(43.1%),7.08
3415,ＴＯＫＹＯ　ＢＡＳＥ,小売業,420,2.44,6.5,5.1,1.8,436,348,481,補欠,順張り,3.65,[],,0.46791342609130976,中立,📊業種空売り中立(46.8%),6.925
5020,ＥＮＥＯＳホールディングス,石油・石炭製品,1256,1.01,77.5,2.6,0.8,1279,1216,1464,補欠,順張り,1.2,[],,0.3476250286090799,空売り低位,📈業種空売り低位(34.8%),6.675
