code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
4082,第一稀元素化学工業,化学,2726,2.56,83.0,5.4,2.8,3095,2502,3095,厳選,順張り,1.8,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),11.55
4631,ＤＩＣ,化学,5295,5.08,65.2,3.5,1.6,5295,4878,5876,厳選,順張り,4.32,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),9.46
7201,日産自動車,輸送用機器,338,3.17,155.2,3.0,1.2,340,312,398,厳選,順張り,2.04,[],,0.4250229447091207,中立,📊業種空売り中立(42.5%),9.44
7013,ＩＨＩ,機械,2736,2.01,344.3,4.0,0.9,2837,2624,3150,厳選,順張り,2.12,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),8.92
8136,サンリオ,卸売業,1317,2.41,304.9,4.3,0.9,1338,1191,1470,厳選,順張り,1.43,[],,0.39385909448474826,空売り低位,📈業種空売り低位(39.4%),8.23
1942,関電工,建設業,5797,5.57,84.4,2.8,1.1,5844,5396,7007,補欠,順張り,4.1,[],,0.40470109364267337,中立,📊業種空売り中立(40.5%),9.420000000000002
1812,鹿島建設,建設業,5016,3.68,129.1,2.6,1.1,5039,4753,6339,補欠,順張り,2.21,[],,0.40470109364267337,中立,📊業種空売り中立(40.5%),9.41
1801,大成建設,建設業,12995,3.38,100.9,2.9,1.2,13015,12395,15425,補欠,順張り,1.91,[],,0.40470109364267337,中立,📊業種空売り中立(40.5%),9.309999999999999
9984,ソフトバンクグループ,情報・通信業,5262,1.19,1410.1,4.8,0.7,5335,4883,9074,補欠,順張り,1.69,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),8.09
6981,村田製作所,電気機器,7290,1.38,1411.4,6.0,0.7,7555,6884,12895,補欠,順張り,1.64,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),8.04
