code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6027,弁護士ドットコム,サービス業,2650,9.23,10.1,3.5,4.8,2650,2305,2836,厳選,順張り,8.44,"['jsf_caution', 'overheating']",⚠️日証金注意喚起(信用倍率82.8倍),0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),13.105
5101,横浜ゴム,ゴム製品,7693,2.79,204.6,3.9,2.1,8291,7376,8291,厳選,順張り,3.5,[],,0.44076328358287714,中立,📊業種空売り中立(44.1%),12.2
5711,三菱マテリアル,非鉄金属,5290,3.48,219.7,3.9,2.3,5472,4230,5646,厳選,順張り,2.5,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),12.1
5801,古河電気工業,非鉄金属,4222,6.83,1567.3,8.1,1.5,4251,3436,6241,厳選,順張り,5.85,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),11.0
5803,フジクラ,非鉄金属,5800,3.94,4208.4,7.5,1.4,5800,4380,7933,厳選,順張り,2.96,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),10.76
7456,松田産業,卸売業,6900,0.73,33.5,3.9,4.1,6990,5670,8040,補欠,順張り,0.67,[],,0.39385909448474826,空売り低位,📈業種空売り低位(39.4%),10.545
3407,旭化成,化学,1734,3.15,129.3,2.9,1.3,1737,1605,1906,補欠,順張り,2.88,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),10.48
6981,村田製作所,電気機器,7538,3.23,1888.1,7.7,0.8,7915,6936,12895,補欠,順張り,2.97,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),9.57
3436,ＳＵＭＣＯ,金属製品,3647,4.59,476.1,9.4,0.6,3869,3281,5939,補欠,順張り,4.76,[],,0.41829587401291013,中立,📊業種空売り中立(41.8%),9.2
7011,三菱重工業,機械,4094,2.25,629.3,3.5,0.8,4137,3887,4405,補欠,順張り,2.14,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),8.74
