code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
7003,三井Ｅ＆Ｓ,機械,5122,5.02,170.4,5.1,1.6,5153,4392,5794,厳選,順張り,3.29,[],,0.4505239076402248,中立,📊業種空売り中立(45.1%),11.2
5713,住友金属鉱山,非鉄金属,7785,4.36,226.3,4.2,1.0,7952,6923,11180,厳選,順張り,3.83,[],,0.46722437080989787,中立,📊業種空売り中立(46.7%),10.0
1944,きんでん,建設業,7795,4.29,91.6,3.3,1.8,7838,7036,8572,厳選,順張り,0.9,[],,0.39365686749929246,空売り低位,📈業種空売り低位(39.4%),9.08
9501,東京電力ホールディングス,電気・ガス業,537,3.93,192.7,3.5,1.0,538,492,663,厳選,順張り,1.98,[],,0.4160157423340907,中立,📊業種空売り中立(41.6%),8.98
9843,ニトリホールディングス,小売業,2516,4.53,77.6,3.4,1.0,2524,2332,2790,厳選,順張り,3.23,[],,0.4510650180567839,中立,📊業種空売り中立(45.1%),8.879999999999999
7974,任天堂,その他製品,7431,6.63,856.1,2.5,1.3,7431,6905,8029,補欠,順張り,4.32,[],,0.396497113565057,空売り低位,📈業種空売り低位(39.6%),10.6
6702,富士通,電気機器,3482,6.19,316.5,2.9,1.3,3482,3181,3759,補欠,順張り,4.97,[],,0.4545938678839096,中立,📊業種空売り中立(45.5%),10.6
6653,正興電機製作所,電気機器,2236,0.81,14.9,3.9,5.1,2290,2110,2758,補欠,順張り,-0.41,[],,0.4545938678839096,中立,📊業種空売り中立(45.5%),10.334999999999999
6501,日立製作所,電気機器,5023,3.57,588.3,2.6,1.0,5034,4675,5375,補欠,順張り,2.35,[],,0.4545938678839096,中立,📊業種空売り中立(45.5%),9.35
6301,小松製作所,機械,6901,3.9,216.8,2.5,1.0,6926,6234,7353,補欠,順張り,2.17,[],,0.4505239076402248,中立,📊業種空売り中立(45.1%),9.17
