code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6508,明電舎,電気機器,10440,8.52,87.7,4.7,3.6,10730,7800,11400,厳選,順張り,8.17,[],,0.30385544696274436,空売り低位,📈業種空売り低位(30.4%),14.584999999999999
9962,ミスミグループ本社,卸売業,3952,2.36,147.3,4.0,2.6,4066,3395,4204,厳選,順張り,2.26,[],,0.49383810428725283,中立,📊業種空売り中立(49.4%),12.46
5334,日本特殊陶業,ガラス・土石製品,9773,3.8,204.7,3.6,1.9,9811,8755,11265,厳選,順張り,4.96,[],,0.43531083715504704,中立,📊業種空売り中立(43.5%),11.8
6762,ＴＤＫ,電気機器,3092,2.79,713.3,5.0,1.7,3282,2651,4315,厳選,順張り,2.44,[],,0.30385544696274436,空売り低位,📈業種空売り低位(30.4%),10.84
5703,日本軽金属ホールディングス,非鉄金属,2835,4.42,31.8,3.3,3.0,2970,2530,3330,厳選,順張り,4.42,[],,0.31721624324936426,空売り低位,📈業種空売り低位(31.7%),10.59
5821,平河ヒューテック,非鉄金属,3380,5.79,9.3,4.4,3.8,3485,2849,4595,補欠,順張り,5.79,[],,0.31721624324936426,空売り低位,📈業種空売り低位(31.7%),11.065
4228,積水化成品工業,化学,546,3.02,5.2,3.5,3.4,546,486,596,補欠,順張り,3.21,[],,0.4823001447515394,中立,📊業種空売り中立(48.2%),10.06
7741,ＨＯＹＡ,精密機器,25260,2.37,388.7,2.9,1.4,25330,23340,28880,補欠,順張り,1.68,[],,0.34509982931919164,空売り低位,📈業種空売り低位(34.5%),9.48
3569,セーレン,繊維製品,3405,7.08,14.4,2.6,2.5,3445,3145,3615,補欠,順張り,7.24,[],,0.4281358590281939,中立,📊業種空売り中立(42.8%),8.72
5016,ＪＸ金属,非鉄金属,3844,1.24,661.9,5.8,0.8,3930,3218,5828,補欠,順張り,1.24,[],,0.31721624324936426,空売り低位,📈業種空売り低位(31.7%),7.84
