code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6965,浜松ホトニクス,電気機器,2823,4.56,161.2,5.3,1.1,3100,2660,3100,厳選,順張り,3.36,[],,0.41190363135274977,中立,📊業種空売り中立(41.2%),10.2
6590,芝浦メカトロニクス,電気機器,5180,6.69,117.8,7.2,1.1,5540,4775,6030,厳選,順張り,5.5,[],,0.41190363135274977,中立,📊業種空売り中立(41.2%),10.2
6645,オムロン,電気機器,5597,3.99,118.6,4.7,1.1,5771,5326,6289,厳選,順張り,2.8,[],,0.41190363135274977,中立,📊業種空売り中立(41.2%),10.0
7201,日産自動車,輸送用機器,399,2.44,148.0,3.6,1.2,400,358,433,厳選,順張り,1.66,[],,0.3664389279467023,空売り低位,📈業種空売り低位(36.6%),9.059999999999999
6326,クボタ,機械,2810,1.96,129.5,3.2,1.0,2833,2678,3176,厳選,順張り,1.92,[],,0.42641340156178836,中立,📊業種空売り中立(42.6%),8.92
4661,オリエンタルランド,サービス業,2250,2.32,174.1,2.6,1.1,2259,2103,2866,補欠,順張り,2.89,[],,0.3454063050246838,空売り低位,📈業種空売り低位(34.5%),10.09
7283,愛三工業,輸送用機器,1892,4.65,11.0,2.6,3.1,1952,1741,2296,補欠,順張り,3.87,[],,0.3664389279467023,空売り低位,📈業種空売り低位(36.6%),9.75
3088,マツキヨココカラ＆カンパニー,小売業,2262,2.28,78.2,3.0,1.3,2305,2171,2640,補欠,順張り,2.38,[],,0.45451079030494096,中立,📊業種空売り中立(45.5%),8.89
5333,日本碍子,ガラス・土石製品,6120,0.84,113.7,4.1,1.1,6483,5755,6483,補欠,順張り,1.29,[],,0.45548759541252426,中立,📊業種空売り中立(45.5%),8.49
8113,ユニ・チャーム,化学,953,2.73,78.3,2.7,1.0,958,905,1081,補欠,順張り,2.06,[],,0.36898662423603773,空売り低位,📈業種空売り低位(36.9%),7.9750000000000005
