code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
2802,味の素,食料品,5340,3.77,374.9,4.3,1.4,5501,4845,5739,厳選,順張り,5.15,[],,0.41156889079495695,中立,📊業種空売り中立(41.2%),10.8
1944,きんでん,建設業,7737,6.06,94.6,3.6,1.5,7829,6653,8525,厳選,順張り,3.15,[],,0.36057196656039997,空売り低位,📈業種空売り低位(36.1%),10.73
7012,川崎重工業,輸送用機器,3266,7.75,575.2,5.5,1.3,3319,2630,3479,厳選,順張り,6.58,[],,0.3992102404083105,空売り低位,📈業種空売り低位(39.9%),10.6
5631,日本製鋼所,機械,8295,7.07,139.1,5.0,1.3,8479,6694,10165,厳選,順張り,5.22,[],,0.4013288331779988,中立,📊業種空売り中立(40.1%),10.6
7013,ＩＨＩ,機械,2916,5.12,558.5,5.0,1.0,2958,2245,3902,厳選,順張り,3.26,[],,0.4013288331779988,中立,📊業種空売り中立(40.1%),10.0
4568,第一三共,医薬品,2595,3.02,207.4,2.8,1.0,2632,2472,3065,補欠,順張り,2.84,[],,0.38108037985075954,空売り低位,📈業種空売り低位(38.1%),9.84
8308,りそなホールディングス,銀行業,2161,0.79,223.4,3.0,1.1,2277,2089,2277,補欠,順張り,2.34,[],,0.30794299723863566,空売り低位,📈業種空売り低位(30.8%),9.54
6965,浜松ホトニクス,電気機器,2777,4.89,126.9,5.7,0.7,2794,2281,3100,補欠,順張り,2.79,[],,0.2882405959171993,空売り低位,📈業種空売り低位(28.8%),9.19
4578,大塚ホールディングス,医薬品,10570,2.03,116.1,2.7,1.0,10800,10125,11910,補欠,順張り,1.85,[],,0.38108037985075954,空売り低位,📈業種空売り低位(38.1%),8.85
6871,日本マイクロニクス,電気機器,16060,3.55,155.3,6.8,0.8,16300,11690,17890,補欠,順張り,1.45,[],,0.2882405959171993,空売り低位,📈業種空売り低位(28.8%),8.05
