code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
9024,西武ホールディングス,陸運業,4195,9.36,112.4,3.7,2.8,4223,3658,4775,厳選,順張り,7.56,[],,0.546351037229245,中立,📊業種空売り中立(54.6%),13.6
6965,浜松ホトニクス,電気機器,2140,6.68,134.1,3.4,2.2,2163,1935,2384,厳選,順張り,2.25,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),11.65
6590,芝浦メカトロニクス,電気機器,5060,7.89,154.1,5.1,1.7,5130,4605,6230,厳選,順張り,3.46,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),11.4
7735,ＳＣＲＥＥＮホールディングス,電気機器,11300,8.76,329.5,3.9,1.4,11325,10190,11935,厳選,順張り,4.33,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),10.8
8058,三菱商事,卸売業,5398,3.43,1217.6,3.3,1.8,5445,4738,5787,厳選,順張り,1.9,[],,0.48133018704744823,中立,📊業種空売り中立(48.1%),10.5
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,9582,4.58,183.5,2.8,2.4,9582,8815,10440,補欠,順張り,5.04,[],,0.4740296890628256,中立,📊業種空売り中立(47.4%),12.8
7936,アシックス,その他製品,4628,6.61,296.7,2.9,2.1,4678,4271,4964,補欠,順張り,4.66,[],,0.4030347817684683,中立,📊業種空売り中立(40.3%),12.2
7182,ゆうちょ銀行,銀行業,2817,6.06,349.4,2.7,1.9,2823,2461,3169,補欠,順張り,3.08,[],,0.4365584464619314,中立,📊業種空売り中立(43.7%),11.8
6841,横河電機,電気機器,5734,6.01,150.7,2.8,2.2,5796,5247,6317,補欠,順張り,1.58,[],,0.3653832700366371,空売り低位,📈業種空売り低位(36.5%),10.98
4911,資生堂,化学,3321,5.09,153.0,2.6,1.8,3321,3112,3535,補欠,順張り,2.18,[],,0.39534346865608466,空売り低位,📈業種空売り低位(39.5%),10.780000000000001
