code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6954,ファナック,電気機器,7135,7.71,676.1,4.0,1.6,7240,6223,8880,厳選,順張り,3.38,[],,0.27858519887004224,空売り低位,📈業種空売り低位(27.9%),11.2
8015,豊田通商,卸売業,6722,1.46,374.8,3.1,2.0,6871,6336,7559,厳選,順張り,1.28,[],,0.4067640979345726,中立,📊業種空売り中立(40.7%),10.280000000000001
5726,大阪チタニウムテクノロジーズ,非鉄金属,2836,9.12,39.1,5.9,2.6,2892,2446,3080,厳選,順張り,2.54,[],,0.36975127352396886,空売り低位,📈業種空売り低位(37.0%),9.695
2760,東京エレクトロン　デバイス,卸売業,4030,7.47,19.7,4.6,2.6,4170,3395,4495,厳選,順張り,7.29,[],,0.4067640979345726,中立,📊業種空売り中立(40.7%),9.184999999999999
6471,日本精工,機械,1152,1.95,87.5,3.3,2.8,1254,1073,1405,厳選,順張り,-1.29,[],,0.38634923743354543,空売り低位,📈業種空売り低位(38.6%),8.684999999999999
8303,ＳＢＩ新生銀行,銀行業,1491,5.15,191.1,2.5,3.7,1527,1405,1727,補欠,順張り,3.5,[],,0.44057572350592744,中立,📊業種空売り中立(44.1%),15.4
8053,住友商事,卸売業,1670,4.9,546.5,2.7,2.7,1697,1539,1943,補欠,順張り,4.72,[],,0.4067640979345726,中立,📊業種空売り中立(40.7%),13.4
6652,ＩＤＥＣ,電気機器,3535,6.64,20.5,2.7,4.9,3535,3195,3790,補欠,順張り,2.31,[],,0.27858519887004224,空売り低位,📈業種空売り低位(27.9%),13.135000000000002
8065,佐藤商事,卸売業,3250,8.15,6.1,3.7,4.1,3470,2835,3470,補欠,順張り,7.97,[],,0.4067640979345726,中立,📊業種空売り中立(40.7%),11.504999999999999
7741,ＨＯＹＡ,精密機器,24675,3.5,524.8,2.7,1.9,25330,23340,28880,補欠,順張り,1.29,[],,0.3249607646941809,空売り低位,📈業種空売り低位(32.5%),10.09
