code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
8267,イオン,小売業,1394,2.95,134.9,3.3,1.1,1398,1318,2034,厳選,順張り,2.7,[],,0.47993495569141637,中立,📊業種空売り中立(48.0%),9.9
7974,任天堂,その他製品,7640,1.54,1068.6,3.3,1.1,7832,7077,10435,厳選,順張り,2.67,[],,0.45936492734567197,中立,📊業種空売り中立(45.9%),9.870000000000001
7270,ＳＵＢＡＲＵ,輸送用機器,2493,1.57,129.8,3.0,0.9,2535,2359,2768,厳選,順張り,3.47,[],,0.42549305988498426,中立,📊業種空売り中立(42.5%),9.8
2413,エムスリー,サービス業,1611,1.35,108.2,3.4,0.9,1649,1474,1716,厳選,順張り,1.94,[],,0.359446006477697,空売り低位,📈業種空売り低位(35.9%),8.74
262A,インターメスティック,小売業,2085,5.3,10.7,4.4,1.7,2129,1845,2237,厳選,順張り,5.05,[],,0.47993495569141637,中立,📊業種空売り中立(48.0%),6.9350000000000005
6902,デンソー,輸送用機器,1903,0.87,175.4,2.5,1.1,1942,1824,2053,補欠,順張り,2.78,[],,0.42549305988498426,中立,📊業種空売り中立(42.5%),9.98
3197,すかいらーくホールディングス,小売業,2716,2.78,88.3,2.6,1.5,2742,2620,3532,補欠,順張り,2.53,[],,0.47993495569141637,中立,📊業種空売り中立(48.0%),9.945
2897,日清食品ホールディングス,食料品,2655,3.13,50.5,2.5,1.3,2672,2527,3166,補欠,順張り,3.23,[],,0.4545508697840314,中立,📊業種空売り中立(45.5%),8.125
8630,ＳＯＭＰＯホールディングス,保険業,5992,1.59,217.0,2.5,1.0,6031,5736,6435,補欠,順張り,0.97,[],,0.3657988204673979,空売り低位,📈業種空売り低位(36.6%),7.97
3088,マツキヨココカラ＆カンパニー,小売業,2367,3.25,61.6,3.1,0.7,2367,2212,2640,補欠,順張り,3.0,[],,0.47993495569141637,中立,📊業種空売り中立(48.0%),7.48
