code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
3103,ユニチカ,繊維製品,1665,4.45,936.9,10.7,5.5,1847,1004,1858,厳選,順張り,4.99,[],,0.32543561222247236,空売り低位,📈業種空売り低位(32.5%),18.0
4480,メドレー,情報・通信業,2810,4.97,53.5,3.7,7.4,3040,2067,3040,厳選,順張り,5.7,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),15.675
2413,エムスリー,サービス業,1732,2.03,155.6,3.9,1.7,1735,1501,2003,厳選,順張り,2.47,[],,0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),10.870000000000001
5803,フジクラ,非鉄金属,6078,7.29,4022.7,7.3,1.2,6078,5122,7068,厳選,順張り,4.73,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),10.4
3110,日東紡績,ガラス・土石製品,3440,8.69,262.5,7.2,1.2,3500,2791,5718,厳選,順張り,8.23,[],,0.4614467201058739,中立,📊業種空売り中立(46.1%),10.4
3659,ネクソン,情報・通信業,3045,0.76,441.5,3.7,4.7,3349,2396,3349,補欠,順張り,1.49,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),15.89
4062,イビデン,電気機器,21580,3.82,1470.0,8.4,0.8,22515,18895,27480,補欠,順張り,3.58,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),9.6
5016,ＪＸ金属,非鉄金属,4000,5.68,692.3,5.9,0.8,4009,3746,5414,補欠,順張り,3.12,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),9.6
6723,ルネサスエレクトロニクス,電気機器,3873,3.39,354.6,6.3,0.6,3935,3692,5284,補欠,順張り,3.14,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),9.2
4004,レゾナック・ホールディングス,化学,17200,4.46,305.0,6.7,0.6,18010,15970,20195,補欠,順張り,4.24,['jsf_restricted'],⚠️日証金規制,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),9.2
