code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
4005,住友化学,化学,554,6.17,121.7,3.2,1.9,563,504,625,厳選,順張り,4.73,[],,0.4018041639407655,中立,📊業種空売り中立(40.2%),11.8
7453,良品計画,小売業,3615,2.99,231.9,3.4,1.7,3729,3466,4105,厳選,順張り,3.01,[],,0.4819828193640825,中立,📊業種空売り中立(48.2%),11.4
8267,イオン,小売業,1407,3.95,150.9,3.0,1.3,1437,1290,1973,厳選,順張り,3.97,[],,0.4819828193640825,中立,📊業種空売り中立(48.2%),10.6
6268,ナブテスコ,機械,5655,8.42,93.4,4.8,1.4,5655,4835,6113,厳選,順張り,6.54,[],,0.41781231734971025,中立,📊業種空売り中立(41.8%),10.469999999999999
5713,住友金属鉱山,非鉄金属,7930,5.44,295.8,4.8,1.2,7969,7227,11180,厳選,順張り,4.16,[],,0.47005724251918796,中立,📊業種空売り中立(47.0%),10.4
8002,丸紅,卸売業,4963,3.27,313.2,2.6,1.4,4984,4630,6230,補欠,順張り,2.32,[],,0.4264047852964367,中立,📊業種空売り中立(42.6%),10.12
7202,いすゞ自動車,輸送用機器,2314,3.67,92.6,2.9,1.4,2327,2137,2506,補欠,順張り,2.23,[],,0.5293965885889615,中立,📊業種空売り中立(52.9%),9.66
4755,楽天グループ,サービス業,764,2.94,104.4,2.8,0.9,770,707,842,補欠,順張り,2.27,[],,0.4654385396878021,中立,📊業種空売り中立(46.5%),9.07
6301,小松製作所,機械,6627,3.71,217.8,2.9,0.9,6646,6214,7353,補欠,順張り,1.84,[],,0.41781231734971025,中立,📊業種空売り中立(41.8%),8.64
3415,ＴＯＫＹＯ　ＢＡＳＥ,小売業,356,5.64,7.2,4.2,2.6,368,329,481,補欠,順張り,5.65,[],,0.4819828193640825,中立,📊業種空売り中立(48.2%),8.559999999999999
