code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
9956,バローホールディングス,小売業,3320,2.15,120.0,3.2,6.2,3390,3210,3955,厳選,順張り,2.33,[],,0.4227249469507103,中立,📊業種空売り中立(42.3%),17.33
6701,日本電気,電気機器,4441,4.0,382.5,3.1,1.2,4525,4218,4707,厳選,順張り,6.11,[],,0.2839809737636916,空売り低位,📈業種空売り低位(28.4%),10.4
7201,日産自動車,輸送用機器,329,3.79,141.8,3.2,1.2,330,304,417,厳選,順張り,3.43,[],,0.4968748194239058,中立,📊業種空売り中立(49.7%),10.4
7211,三菱自動車工業,輸送用機器,389,6.43,83.0,4.0,1.6,392,350,415,厳選,順張り,6.08,[],,0.4968748194239058,中立,📊業種空売り中立(49.7%),10.350000000000001
4092,日本化学工業,化学,5140,8.67,34.0,6.4,2.2,5230,4090,6360,厳選,順張り,10.18,[],,0.4392544174424587,中立,📊業種空売り中立(43.9%),9.1
9517,イーレックス,電気・ガス業,900,9.22,8.4,2.7,3.8,904,779,1078,補欠,順張り,9.16,[],,0.4116399906579254,中立,📊業種空売り中立(41.2%),11.02
4911,資生堂,化学,3024,1.32,117.4,2.8,1.3,3104,2694,3437,補欠,順張り,2.83,[],,0.4392544174424587,中立,📊業種空売り中立(43.9%),10.43
6501,日立製作所,電気機器,4828,0.67,673.8,2.9,1.1,4894,4651,5422,補欠,順張り,2.77,[],,0.2839809737636916,空売り低位,📈業種空売り低位(28.4%),9.97
4568,第一三共,医薬品,2746,2.6,155.9,2.5,0.9,2759,2636,3016,補欠,順張り,2.86,[],,0.4630103225434149,中立,📊業種空売り中立(46.3%),9.66
9602,東宝,情報・通信業,1397,3.9,173.1,2.7,3.5,1413,1331,1495,補欠,順張り,-56.02,[],,0.39461090788196973,空売り低位,📈業種空売り低位(39.5%),9.0
