code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6481,ＴＨＫ,機械,7590,1.8,296.8,5.0,3.0,7989,6426,8244,厳選,順張り,2.17,[],,0.4438950738972691,中立,📊業種空売り中立(44.4%),13.17
4968,荒川化学工業,化学,2440,4.41,31.1,7.2,3.8,2673,1762,2673,厳選,順張り,3.78,[],,0.45193056959819855,中立,📊業種空売り中立(45.2%),12.155
1801,大成建設,建設業,13575,4.46,210.7,3.7,2.3,13660,12445,18870,厳選,順張り,2.02,[],,0.40511490580886567,中立,📊業種空売り中立(40.5%),11.62
5713,住友金属鉱山,非鉄金属,9088,6.13,445.9,4.4,1.6,9210,7705,11180,厳選,順張り,7.5,[],,0.4444625596642244,中立,📊業種空売り中立(44.4%),11.2
5714,ＤＯＷＡホールディングス,非鉄金属,8907,4.07,79.7,3.4,1.8,8999,7907,12380,厳選,順張り,5.43,[],,0.4444625596642244,中立,📊業種空売り中立(44.4%),10.585
5301,東海カーボン,ガラス・土石製品,1757,8.32,144.7,2.8,4.2,1943,1510,1943,補欠,順張り,9.18,[],,0.4072820502406036,中立,📊業種空売り中立(40.7%),16.4
8303,ＳＢＩ新生銀行,銀行業,1564,4.27,133.0,2.8,2.2,1577,1405,1701,補欠,順張り,1.96,[],,0.4705959677992381,中立,📊業種空売り中立(47.1%),11.36
6806,ヒロセ電機,電気機器,27730,0.67,68.3,3.7,1.3,28195,26805,32210,補欠,順張り,1.85,[],,0.4571401242614687,中立,📊業種空売り中立(45.7%),7.865
8053,住友商事,卸売業,1748,1.63,176.6,2.9,0.8,1768,1539,1943,補欠,順張り,0.67,[],,0.46371684547827763,中立,📊業種空売り中立(46.4%),7.27
6745,ホーチキ,電気機器,2144,6.19,8.5,4.5,1.7,2193,1820,2357,補欠,順張り,7.37,[],,0.4571401242614687,中立,📊業種空売り中立(45.7%),6.825
