code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,7770,8.5,1080.8,6.8,1.9,8279,6361,8279,厳選,順張り,9.68,[],,0.3887831392312347,空売り低位,📈業種空売り低位(38.9%),11.8
3687,フィックスターズ,情報・通信業,2140,4.9,129.1,6.0,4.7,2279,1534,2279,厳選,順張り,-54.85,[],,0.36963418228386385,空売り低位,📈業種空売り低位(37.0%),11.4
7173,東京きらぼしフィナンシャルグループ,銀行業,11640,1.39,99.5,4.3,1.8,11830,10710,12540,厳選,順張り,2.69,[],,0.37000431298076064,空売り低位,📈業種空売り低位(37.0%),11.265
6305,日立建機,機械,5222,2.41,105.3,3.6,1.4,5340,4939,7225,厳選,順張り,3.19,[],,0.414424173817308,中立,📊業種空売り中立(41.4%),10.8
4063,信越化学工業,化学,7406,5.47,823.6,3.0,1.4,7572,6834,7883,厳選,順張り,5.66,[],,0.3516624514269787,空売り低位,📈業種空売り低位(35.2%),10.8
7741,ＨＯＹＡ,精密機器,27195,4.72,380.5,2.9,1.2,27835,25870,30400,補欠,順張り,5.24,[],,0.36092357349828197,空売り低位,📈業種空売り低位(36.1%),10.4
5802,住友電気工業,非鉄金属,12015,0.63,776.1,6.6,0.9,12910,10345,13030,補欠,順張り,3.56,[],,0.3808376811915237,空売り低位,📈業種空売り低位(38.1%),9.8
6869,シスメックス,電気機器,1401,1.82,80.9,3.0,1.3,1423,1332,1568,補欠,順張り,3.0,[],,0.3887831392312347,空売り低位,📈業種空売り低位(38.9%),9.645
7936,アシックス,その他製品,4694,3.07,142.5,4.0,0.8,4710,4416,5149,補欠,順張り,2.38,[],,0.34658287205752564,空売り低位,📈業種空売り低位(34.7%),8.98
6701,日本電気,電気機器,4146,0.8,344.2,3.3,0.9,4245,4002,4707,補欠,順張り,1.98,[],,0.3887831392312347,空売り低位,📈業種空売り低位(38.9%),8.780000000000001
