code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
3778,さくらインターネット,情報・通信業,3100,6.9,194.1,4.6,6.2,3215,2785,3305,厳選,順張り,-50.46,[],,0.4570369992007687,中立,📊業種空売り中立(45.7%),12.0
8267,イオン,小売業,1420,3.05,160.6,3.0,1.2,1426,1306,1575,厳選,順張り,2.82,[],,0.44452541653659333,中立,📊業種空売り中立(44.5%),10.219999999999999
9843,ニトリホールディングス,小売業,2620,4.15,88.1,3.4,1.1,2623,2332,2790,厳選,順張り,3.93,[],,0.44452541653659333,中立,📊業種空売り中立(44.5%),9.605
2726,パルグループホールディングス,小売業,1479,2.42,18.7,3.2,1.3,1505,1314,1579,厳選,順張り,2.2,[],,0.44452541653659333,中立,📊業種空売り中立(44.5%),5.735
9956,バローホールディングス,小売業,3345,3.4,18.2,3.4,0.8,3355,3160,3955,厳選,順張り,3.18,[],,0.44452541653659333,中立,📊業種空売り中立(44.5%),5.51
4543,テルモ,精密機器,2289,1.78,120.9,2.7,1.2,2330,2133,2463,補欠,順張り,5.32,[],,0.40521611044286027,中立,📊業種空売り中立(40.5%),10.4
7201,日産自動車,輸送用機器,337,1.35,122.1,2.8,1.1,340,321,417,補欠,順張り,1.81,[],,0.5090194194886298,中立,📊業種空売り中立(50.9%),9.01
7269,スズキ,輸送用機器,2078,1.14,155.5,2.5,0.9,2098,1960,2200,補欠,順張り,1.6,[],,0.5090194194886298,中立,📊業種空売り中立(50.9%),8.4
7747,朝日インテック,精密機器,3570,0.59,51.9,3.0,1.4,3600,3353,3941,補欠,順張り,4.14,[],,0.40521611044286027,中立,📊業種空売り中立(40.5%),8.395
8173,上新電機,小売業,4040,3.32,9.2,4.5,1.6,4110,3560,4325,補欠,順張り,3.1,[],,0.44452541653659333,中立,📊業種空売り中立(44.5%),6.66
