code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
8303,ＳＢＩ新生銀行,銀行業,1494,7.32,148.3,3.9,1.5,1494,1333,1867,厳選,順張り,4.16,[],,0.33297628249084715,空売り低位,📈業種空売り低位(33.3%),11.0
6963,ローム,電気機器,5242,8.87,418.0,5.7,1.2,5752,4755,5752,厳選,順張り,7.23,[],,0.395232207553841,空売り低位,📈業種空売り低位(39.5%),10.4
7735,ＳＣＲＥＥＮホールディングス,電気機器,12455,5.91,340.1,5.5,1.1,13465,11275,13465,厳選,順張り,4.27,[],,0.395232207553841,空売り低位,📈業種空売り低位(39.5%),10.2
6584,三櫻工業,輸送用機器,1063,1.92,48.9,7.3,3.1,1219,958,1219,厳選,順張り,1.32,[],,0.42685490382369157,中立,📊業種空売り中立(42.7%),9.965
9024,西武ホールディングス,陸運業,2825,6.34,88.7,5.0,1.2,2830,2579,4688,厳選,順張り,6.01,[],,0.46414848581801227,中立,📊業種空売り中立(46.4%),9.835
4996,クミアイ化学工業,化学,782,8.61,19.3,2.6,4.7,793,705,834,補欠,順張り,8.43,[],,0.39383489812178457,空売り低位,📈業種空売り低位(39.4%),13.365
9107,川崎汽船,海運業,2776,2.7,228.8,2.6,1.6,2839,2540,2964,補欠,順張り,2.08,[],,0.4070945454372515,中立,📊業種空売り中立(40.7%),10.280000000000001
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,7820,7.86,471.3,7.9,0.8,8553,7092,8553,補欠,順張り,6.22,[],,0.395232207553841,空売り低位,📈業種空売り低位(39.5%),9.6
9104,商船三井,海運業,5878,1.92,207.9,2.6,1.2,6028,5382,7325,補欠,順張り,1.31,[],,0.4070945454372515,中立,📊業種空売り中立(40.7%),8.71
7261,マツダ,輸送用機器,1143,2.74,92.1,3.0,0.9,1151,1097,1206,補欠,順張り,2.14,[],,0.42685490382369157,中立,📊業種空売り中立(42.7%),8.545
