code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
7201,日産自動車,輸送用機器,337,6.77,218.8,3.1,1.8,338,316,417,厳選,順張り,4.13,[],,0.4250229447091207,中立,📊業種空売り中立(42.5%),11.6
4751,サイバーエージェント,サービス業,1340,5.34,111.8,3.1,1.2,1342,1243,1588,厳選,順張り,3.65,[],,0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),10.4
4021,日産化学,化学,8162,5.15,82.2,3.2,1.4,8215,7760,8707,厳選,順張り,3.52,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),9.91
4506,住友ファーマ,医薬品,1465,8.48,76.4,3.7,1.3,1474,1336,1640,厳選,順張り,6.17,[],,0.3560713510165218,空売り低位,📈業種空売り低位(35.6%),9.42
5714,ＤＯＷＡホールディングス,非鉄金属,9789,5.64,87.3,3.6,1.5,10055,9255,11170,厳選,順張り,2.05,[],,0.4125955680654902,中立,📊業種空売り中立(41.3%),9.415
4307,野村総合研究所,情報・通信業,5075,4.42,118.2,3.3,0.7,5194,4795,5620,補欠,順張り,2.2,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),8.6
7269,スズキ,輸送用機器,2087,3.21,125.1,3.0,0.8,2109,2012,2200,補欠,順張り,0.58,[],,0.4250229447091207,中立,📊業種空売り中立(42.5%),7.18
6902,デンソー,輸送用機器,1946,3.1,134.6,2.7,0.8,1956,1883,2218,補欠,順張り,0.46,[],,0.4250229447091207,中立,📊業種空売り中立(42.5%),7.0600000000000005
6310,井関農機,機械,1844,6.16,5.5,3.9,1.8,1849,1718,2017,補欠,順張り,4.49,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),6.875
7818,トランザクション,その他製品,1261,5.79,5.3,2.5,1.8,1261,1167,1438,補欠,順張り,4.21,[],,0.3560585117797482,空売り低位,📈業種空売り低位(35.6%),6.864999999999999
