code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
5074,テスホールディングス,建設業,1151,6.57,104.6,10.6,2.5,1263,797,1263,厳選,順張り,6.4,"['jsf_caution', 'overheating']",⚠️日証金注意喚起(信用倍率71.8倍),0.3848029629811615,空売り低位,📈業種空売り低位(38.5%),13.0
1662,石油資源開発,鉱業,2021,3.38,50.7,4.3,1.0,2046,1919,2819,厳選,順張り,3.37,[],,0.42217999232331027,中立,📊業種空売り中立(42.2%),7.535
2760,東京エレクトロン　デバイス,卸売業,4125,1.23,11.2,4.2,1.1,4435,3940,4435,厳選,順張り,2.87,[],,0.4990743271253969,中立,📊業種空売り中立(49.9%),5.63
7189,西日本フィナンシャルホールディングス,銀行業,4153,1.71,19.3,3.1,1.0,4192,3967,4460,厳選,順張り,1.86,[],,0.40285899931441616,中立,📊業種空売り中立(40.3%),4.825
7453,良品計画,小売業,3504,3.48,154.7,3.3,1.0,3550,3265,4105,厳選,順張り,,[],,0.48711580542980637,中立,📊業種空売り中立(48.7%),
6963,ローム,電気機器,4185,1.33,183.1,4.6,0.8,4633,4045,4633,補欠,順張り,3.33,[],,0.4125462233812259,中立,📊業種空売り中立(41.3%),9.6
4661,オリエンタルランド,サービス業,2230,0.54,132.0,2.5,0.9,2245,2115,2866,補欠,順張り,1.88,[],,0.48091393360382145,中立,📊業種空売り中立(48.1%),8.68
7211,三菱自動車工業,輸送用機器,345,1.59,45.7,2.6,0.9,348,332,449,補欠,順張り,3.73,[],,0.5427192302152465,中立,📊業種空売り中立(54.3%),7.085
7780,メニコン,精密機器,1638,2.82,6.5,3.3,1.5,1655,1476,1907,補欠,順張り,3.97,[],,0.3995236117651327,空売り低位,📈業種空売り低位(40.0%),6.325
5831,しずおかフィナンシャルグループ,銀行業,2972,0.75,58.5,2.6,1.1,3038,2838,3150,補欠,順張り,0.89,[],,0.40285899931441616,中立,📊業種空売り中立(40.3%),6.015000000000001
