code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6976,太陽誘電,電気機器,20190,4.69,7932.3,13.6,2.0,22100,13895,22100,厳選,順張り,4.49,[],,0.35032143947605116,空売り低位,📈業種空売り低位(35.0%),12.0
6857,アドバンテスト,電気機器,30340,3.13,3652.2,4.4,1.4,31280,24150,32400,厳選,順張り,2.92,[],,0.35032143947605116,空売り低位,📈業種空売り低位(35.0%),10.719999999999999
5802,住友電気工業,非鉄金属,12320,6.85,1077.6,6.1,1.2,12605,9817,14850,厳選,順張り,5.19,[],,0.39623098862007583,空売り低位,📈業種空売り低位(39.6%),10.4
6981,村田製作所,電気機器,10530,4.67,3921.5,9.9,1.1,10995,8083,11125,厳選,順張り,4.46,[],,0.35032143947605116,空売り低位,📈業種空売り低位(35.0%),10.2
7011,三菱重工業,機械,3810,4.13,1040.7,3.9,1.1,3838,3404,5000,厳選,順張り,3.98,[],,0.3889438023331907,空売り低位,📈業種空売り低位(38.9%),10.2
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,10150,1.0,105.9,3.9,1.1,10175,9585,11175,補欠,順張り,2.6,[],,0.48718819240155153,中立,📊業種空売り中立(48.7%),9.8
2802,味の素,食料品,5146,1.7,177.7,4.3,0.7,5501,4674,5739,補欠,順張り,3.1,[],,0.4301196300349435,中立,📊業種空売り中立(43.0%),9.4
6506,安川電機,電気機器,6845,2.85,260.7,5.3,0.7,6943,5598,7700,補欠,順張り,2.65,[],,0.35032143947605116,空売り低位,📈業種空売り低位(35.0%),9.05
7741,ＨＯＹＡ,精密機器,27065,1.63,261.1,2.5,1.0,27255,25165,30400,補欠,順張り,1.72,[],,0.4013487624039226,中立,📊業種空売り中立(40.1%),8.719999999999999
4506,住友ファーマ,医薬品,1487,4.83,72.1,4.8,0.7,1538,1340,2260,補欠,順張り,4.65,[],,0.414198527637719,中立,📊業種空売り中立(41.4%),8.004999999999999
