code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6098,リクルートホールディングス,サービス業,17155,1.84,920.8,3.4,1.2,17205,15315,18215,厳選,順張り,1.76,[],,0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),9.16
4099,四国化成ホールディングス,化学,2156,2.72,49.3,3.5,2.9,2215,2058,3754,厳選,順張り,0.79,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),9.055
3105,日清紡ホールディングス,電気機器,2374,5.3,25.8,3.6,1.5,2403,2144,2694,厳選,順張り,3.41,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),7.29
4902,コニカミノルタ,電気機器,646,3.79,28.7,3.1,1.2,646,571,708,厳選,順張り,1.9,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),5.734999999999999
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,5680,6.57,14.2,4.8,1.0,5770,4965,8650,厳選,順張り,5.68,[],,0.41829587401291013,中立,📊業種空売り中立(41.8%),5.71
4704,トレンドマイクロ,情報・通信業,6391,0.93,73.6,3.0,1.0,6458,5527,6982,補欠,順張り,1.27,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),6.949999999999999
4188,三菱ケミカルグループ,化学,1199,3.9,55.2,2.8,0.8,1203,1128,1305,補欠,順張り,1.97,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),6.33
5333,日本碍子,ガラス・土石製品,5188,2.33,58.6,3.1,0.8,5215,4824,7894,補欠,順張り,1.23,[],,0.4614467201058739,中立,📊業種空売り中立(46.1%),5.76
1893,五洋建設,建設業,1582,1.8,43.1,2.9,1.3,1597,1415,1866,補欠,順張り,0.64,[],,0.40470109364267337,中立,📊業種空売り中立(40.5%),5.3950000000000005
4005,住友化学,化学,580,3.48,47.8,3.4,0.7,581,543,638,補欠,順張り,1.55,[],,0.3780756769189631,空売り低位,📈業種空売り低位(37.8%),5.34
