code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
7211,三菱自動車工業,輸送用機器,391,5.32,62.3,4.5,1.1,391,344,415,厳選,順張り,3.09,[],,0.4529394526966059,中立,📊業種空売り中立(45.3%),8.315
8015,豊田通商,卸売業,6577,1.73,200.6,3.1,1.3,6613,6336,7559,厳選,順張り,0.71,[],,0.42586432419398507,中立,📊業種空売り中立(42.6%),8.31
9501,東京電力ホールディングス,電気・ガス業,533,1.93,212.6,3.6,1.2,538,505,663,厳選,順張り,0.9,[],,0.4156818568101655,中立,📊業種空売り中立(41.6%),8.3
8267,イオン,小売業,1439,1.37,277.9,3.1,1.9,1468,1306,1575,厳選,順張り,-0.55,[],,0.4338180409486072,中立,📊業種空売り中立(43.4%),8.25
6753,シャープ,電気機器,635,4.16,38.6,3.1,1.4,644,586,681,厳選,順張り,6.9,[],,0.3373018850568824,空売り低位,📈業種空売り低位(33.7%),7.73
7201,日産自動車,輸送用機器,358,6.16,205.7,2.9,1.7,358,321,417,補欠,順張り,3.93,[],,0.4529394526966059,中立,📊業種空売り中立(45.3%),11.4
6326,クボタ,機械,2817,2.59,136.8,2.8,1.6,2888,2705,3010,補欠,順張り,3.76,[],,0.4030973877521262,中立,📊業種空売り中立(40.3%),11.2
6501,日立製作所,電気機器,4957,1.37,688.1,2.7,1.2,5034,4795,5375,補欠,順張り,4.1,[],,0.3373018850568824,空売り低位,📈業種空売り低位(33.7%),10.4
6770,アルプスアルパイン,電気機器,2224,0.79,54.2,3.1,1.5,2244,2112,2389,補欠,順張り,3.53,[],,0.3373018850568824,空売り低位,📈業種空売り低位(33.7%),8.71
7280,ミツバ,電気機器,1177,2.44,7.6,2.9,2.6,1181,1125,1375,補欠,順張り,5.17,[],,0.3373018850568824,空売り低位,📈業種空売り低位(33.7%),8.58
