code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
2802,味の素,食料品,5158,1.46,390.3,4.1,1.4,5257,4674,5739,厳選,順張り,3.02,[],,0.4156787135149125,中立,📊業種空売り中立(41.6%),10.8
6857,アドバンテスト,電気機器,27325,8.54,2798.4,4.4,1.2,27800,24150,32400,厳選,順張り,7.74,[],,0.458743474824972,中立,📊業種空売り中立(45.9%),10.4
4062,イビデン,電気機器,19105,4.91,1824.6,8.1,1.1,20050,16120,23145,厳選,順張り,4.12,[],,0.458743474824972,中立,📊業種空売り中立(45.9%),10.2
8830,住友不動産,不動産業,3569,2.91,189.1,3.7,1.2,3575,3354,5059,厳選,順張り,2.38,[],,0.4224524712040122,中立,📊業種空売り中立(42.2%),9.78
6407,ＣＫＤ,機械,6640,7.97,77.6,6.1,1.4,6910,5680,7470,厳選,順張り,5.79,[],,0.41566147572387363,中立,📊業種空売り中立(41.6%),9.68
7741,ＨＯＹＡ,精密機器,26420,3.0,473.2,2.6,1.7,26545,25100,30400,補欠,順張り,2.68,[],,0.33360283771380406,空売り低位,📈業種空売り低位(33.4%),11.08
7269,スズキ,輸送用機器,1868,4.56,184.1,2.9,1.3,1896,1764,2011,補欠,順張り,4.05,[],,0.4582325341550853,中立,📊業種空売り中立(45.8%),10.6
4612,日本ペイントホールディングス,化学,1006,3.76,88.8,2.6,1.7,1019,950,1071,補欠,順張り,1.74,[],,0.39197047252706235,空売り低位,📈業種空売り低位(39.2%),9.579999999999998
8802,三菱地所,不動産業,4196,1.6,176.7,2.8,1.0,4236,3853,4875,補欠,順張り,1.06,[],,0.4224524712040122,中立,📊業種空売り中立(42.2%),8.06
9502,中部電力,電気・ガス業,2809,1.76,91.8,2.8,1.0,2820,2658,3019,補欠,順張り,1.24,[],,0.444358808888496,中立,📊業種空売り中立(44.4%),7.83
