code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
6134,ＦＵＪＩ,機械,7179,4.54,163.8,3.6,3.1,7179,6402,8943,厳選,順張り,4.18,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),14.2
6481,ＴＨＫ,機械,6272,4.55,150.1,3.2,2.4,6272,5659,8139,厳選,順張り,4.19,[],,0.41325114484966213,中立,📊業種空売り中立(41.3%),12.8
6920,レーザーテック,電気機器,39090,8.7,1844.9,4.6,1.6,39790,33200,58349,厳選,順張り,7.52,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),11.2
6723,ルネサスエレクトロニクス,電気機器,3309,4.45,513.3,3.8,1.5,3309,3067,5284,厳選,順張り,3.26,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),11.0
3498,霞ヶ関キャピタル,不動産業,7420,3.06,57.0,3.0,2.5,7830,7080,8120,厳選,順張り,3.72,[],,0.4079876276799779,中立,📊業種空売り中立(40.8%),10.85
6905,コーセル,電気機器,1371,3.86,22.7,2.6,8.8,1468,1266,1657,補欠,順張り,2.67,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),13.805
6856,堀場製作所,電気機器,22885,3.95,118.8,2.7,2.5,22885,20980,29939,補欠,順張り,2.76,[],,0.41433342390241823,中立,📊業種空売り中立(41.4%),12.76
4704,トレンドマイクロ,情報・通信業,6609,2.4,123.3,2.9,1.5,6613,5828,6982,補欠,順張り,2.6,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),10.6
4784,ＧＭＯインターネット,サービス業,540,0.75,37.1,3.8,3.0,562,521,613,補欠,順張り,1.03,[],,0.3676069416268015,空売り低位,📈業種空売り低位(36.8%),8.885
9412,スカパーＪＳＡＴホールディングス,情報・通信業,2094,1.65,68.2,2.8,1.7,2125,1895,3495,補欠,順張り,1.85,[],,0.43224586064791076,中立,📊業種空売り中立(43.2%),8.66
