Datetime,Open,High,Low,Close,Volume,Dividends,Stock,VWAP,MACD,Signal,Hist,VolMA5
2026-05-28 09:05:00+09:00,4730.0,4768.0,4725.0,4768.0,67100,0.0,0.0,4753.666666666667,0.0,0.0,0.0,
2026-05-28 09:10:00+09:00,4764.0,4767.0,4747.0,4747.0,64700,0.0,0.0,4753.666666666667,-0.4711538461533564,-0.26175213675186465,-0.20940170940149178,
2026-05-28 09:15:00+09:00,4748.0,4756.0,4738.0,4744.0,45700,0.0,0.0,4751.692769953052,-0.6933733383257277,-0.43864607182312,-0.2547272665026077,
2026-05-28 09:20:00+09:00,4742.0,4744.0,4733.0,4735.0,37000,0.0,0.0,4749.215850815851,-1.1023918716136905,-0.6634922099635571,-0.4388996616501334,
2026-05-28 09:25:00+09:00,4732.0,4736.0,4722.0,4723.0,53600,0.0,0.0,4744.774337933607,-1.778945917945748,-0.9953144695965267,-0.7836314483492214,53620.0
2026-05-28 09:30:00+09:00,4723.0,4760.0,4723.0,4758.0,40900,0.0,0.0,4745.068932038835,-0.655587889117669,-0.9032296778542741,0.24764178873660514,48380.0
2026-05-28 09:35:00+09:00,4758.0,4806.0,4757.0,4788.0,238900,0.0,0.0,4761.89864330474,1.4351753854652998,-0.31144173929856017,1.74661712476386,83220.0
2026-05-28 09:40:00+09:00,4789.0,4827.0,4785.0,4821.0,136100,0.0,0.0,4771.668664717349,4.3834943156798545,0.8168396830048353,3.5666546326750193,101300.0
2026-05-28 09:45:00+09:00,4823.0,4823.0,4792.0,4805.0,57800,0.0,0.0,4774.395659207335,5.56463475876717,1.9136038994387643,3.6510308593284053,105460.0
2026-05-28 09:50:00+09:00,4805.0,4813.0,4789.0,4792.0,44500,0.0,0.0,4775.731527406842,5.651923507249194,2.751204500743718,2.9007190065054758,103640.0
2026-05-28 09:55:00+09:00,4792.0,4827.0,4791.0,4822.0,75000,0.0,0.0,4779.00580517822,7.234003301976372,3.732015264027633,3.501988037948739,110460.0
2026-05-28 10:00:00+09:00,4821.0,4823.0,4770.0,4778.0,57100,0.0,0.0,4779.710075493613,5.878525478770825,4.192995636991944,1.685529841778881,74100.0
2026-05-28 10:05:00+09:00,4779.0,4789.0,4748.0,4748.0,40800,0.0,0.0,4778.942591048096,3.100640263609421,3.9618152882369695,-0.8611750246275487,55040.0
2026-05-28 10:10:00+09:00,4750.0,4761.0,4743.0,4751.0,28500,0.0,0.0,4778.155546555972,1.154953839330119,3.3746177788821297,-2.2196639395520106,49180.0
2026-05-28 10:15:00+09:00,4749.0,4751.0,4735.0,4742.0,33900,0.0,0.0,4776.977910467242,-0.8611967008910142,2.4965610067413824,-3.3577577076323966,47060.0
2026-05-28 10:20:00+09:00,4742.0,4750.0,4740.0,4750.0,28700,0.0,0.0,4776.149639785458,-1.8950176182042924,1.5928068641278161,-3.4878244823321083,37800.0
2026-05-28 10:25:00+09:00,4750.0,4762.0,4745.0,4749.0,30500,0.0,0.0,4775.468140883297,-2.721817720063882,0.7100029708657964,-3.4318206909296785,32480.0
2026-05-28 10:30:00+09:00,4747.0,4774.0,4747.0,4769.0,36600,0.0,0.0,4775.070670007756,-2.0606020590712433,0.14571668688532977,-2.206318745956573,31640.0
2026-05-28 10:35:00+09:00,4768.0,4770.0,4761.0,4766.0,27800,0.0,0.0,4774.8423856095005,-1.7198344439211724,-0.2328492493864628,-1.4869851945347095,31500.0
2026-05-28 10:40:00+09:00,4765.0,4766.0,4759.0,4761.0,25500,0.0,0.0,4774.562654821902,-1.7623568274066201,-0.5423187048932213,-1.2200381225133987,29820.0
2026-05-28 10:45:00+09:00,4762.0,4763.0,4755.0,4758.0,25500,0.0,0.0,4774.223792008025,-1.9725660188587426,-0.8310310692342829,-1.1415349496244596,29180.0
2026-05-28 10:50:00+09:00,4757.0,4760.0,4742.0,4742.0,34500,0.0,0.0,4773.488664987405,-3.1850288610512507,-1.30533033849141,-1.8796985225598408,29980.0
2026-05-28 10:55:00+09:00,4742.0,4752.0,4740.0,4751.0,24000,0.0,0.0,4772.9947397784335,-3.476150393324133,-1.7420724196651969,-1.734077973658936,27460.0
2026-05-28 11:00:00+09:00,4752.0,4755.0,4747.0,4747.0,20000,0.0,0.0,4772.628723098245,-3.936215903365337,-2.182983258974714,-1.7532326443906232,25900.0
2026-05-28 11:05:00+09:00,4746.0,4750.0,4745.0,4746.0,20900,0.0,0.0,4772.215292785839,-4.317201952218056,-2.6114456828952957,-1.7057562693227606,24980.0
2026-05-28 11:10:00+09:00,4745.0,4748.0,4731.0,4741.0,62100,0.0,0.0,4770.741793719771,-4.9142686896493615,-3.073406475069381,-1.8408622145799804,32300.0
2026-05-28 11:15:00+09:00,4742.0,4744.0,4738.0,4740.0,27300,0.0,0.0,4770.14897713598,-5.392925852020198,-3.538434719763265,-1.8544911322569333,30860.0
2026-05-28 11:20:00+09:00,4740.0,4752.0,4739.0,4749.0,30000,0.0,0.0,4769.651118963487,-5.059750472504675,-3.843287541427214,-1.2164629310774608,32060.0
2026-05-28 11:25:00+09:00,4750.0,4751.0,4739.0,4739.0,24200,0.0,0.0,4769.202983138781,-5.46182024744121,-4.167495770564908,-1.2943244768763025,32900.0
2026-05-28 11:30:00+09:00,4738.0,4739.0,4738.0,4739.0,2300,0.0,0.0,4769.154260608162,-5.712309005744828,-4.4768413689030515,-1.2354676368417765,29180.0
2026-05-28 12:30:00+09:00,4713.0,4720.0,4647.0,4655.0,205600,0.0,0.0,4757.27658713294,-11.985293150462894,-5.980020401623675,-6.005272748839219,57880.0
2026-05-28 12:35:00+09:00,4652.0,4668.0,4651.0,4653.0,53000,0.0,0.0,4754.160892496519,-16.895227799976965,-8.164792836349482,-8.730434963627483,63020.0
2026-05-28 12:40:00+09:00,4652.0,4658.0,4644.0,4647.0,37200,0.0,0.0,4751.9234060515355,-20.982036014185724,-10.729867280996423,-10.2521687331893,64460.0
2026-05-28 12:45:00+09:00,4646.0,4663.0,4646.0,4655.0,24300,0.0,0.0,4750.581819557978,-23.33950936833844,-13.253075116835866,-10.086434251502574,64480.0
2026-05-28 12:50:00+09:00,4656.0,4663.0,4647.0,4663.0,57600,0.0,0.0,4747.639914980944,-24.31541473037305,-15.466440887366515,-8.848973843006535,75540.0
2026-05-28 12:55:00+09:00,4664.0,4679.0,4648.0,4675.0,218800,0.0,0.0,4739.018187765784,-23.89641678748012,-17.152983381720187,-6.743433405759934,78180.0
2026-05-28 13:00:00+09:00,4675.0,4676.0,4648.0,4648.0,141700,0.0,0.0,4733.707941459835,-25.333051099781187,-18.789421769027268,-6.5436293307539195,95920.0
2026-05-28 13:05:00+09:00,4647.0,4677.0,4635.0,4659.0,252500,0.0,0.0,4725.744470027137,-25.331792362241686,-20.098167703566332,-5.233624658675353,138980.0
2026-05-28 13:10:00+09:00,4660.0,4663.0,4648.0,4652.0,38400,0.0,0.0,4724.634542216467,-25.572712973485068,-21.193258710753163,-4.379454262731905,141800.0
2026-05-28 13:15:00+09:00,4651.0,4663.0,4650.0,4660.0,24500,0.0,0.0,4723.976968190988,-24.856610628266935,-21.926026495801345,-2.93058413246559,135180.0
2026-05-28 13:20:00+09:00,4659.0,4666.0,4653.0,4666.0,25200,0.0,0.0,4723.353939345846,-23.551065963926703,-22.251068953869225,-1.2999970100574778,96460.0
