Datetime,Open,High,Low,Close,Volume,Dividends,Stock,VWAP,MACD,Signal,Hist,VolMA5
2026-06-12 09:05:00+09:00,5360.0,5360.0,5340.0,5340.0,2900,0.0,0.0,5346.666666666667,0.0,0.0,0.0,
2026-06-12 09:10:00+09:00,5340.0,5350.0,5340.0,5350.0,5500,0.0,0.0,5346.666666666667,0.22435897435934749,0.12464387464408193,0.09971509971526556,
2026-06-12 09:15:00+09:00,5350.0,5360.0,5330.0,5350.0,4100,0.0,0.0,5346.666666666667,0.28587786563639384,0.19072337914912776,0.09515448648726607,
2026-06-12 09:20:00+09:00,5350.0,5350.0,5340.0,5340.0,1700,0.0,0.0,5346.267605633803,-0.05419446849737142,0.10775662859137058,-0.161951097088742,
2026-06-12 09:25:00+09:00,5330.0,5330.0,5330.0,5330.0,700,0.0,0.0,5345.503355704698,-0.6357667724396379,-0.11342477342880085,-0.522341999010837,2980.0
2026-06-12 09:30:00+09:00,5340.0,5340.0,5330.0,5340.0,4400,0.0,0.0,5343.488773747842,-0.5458144407721193,-0.2306264136792883,-0.315188027092831,3280.0
2026-06-12 09:35:00+09:00,5340.0,5360.0,5340.0,5350.0,3900,0.0,0.0,5344.583333333334,-0.025708819123792637,-0.17876723720126528,0.15305841807747264,2960.0
2026-06-12 09:40:00+09:00,5360.0,5360.0,5330.0,5330.0,4100,0.0,0.0,5343.8949938949945,-0.6277448406617623,-0.28666499833852715,-0.3410798423232351,2960.0
2026-06-12 09:45:00+09:00,5340.0,5340.0,5330.0,5330.0,1400,0.0,0.0,5343.379790940767,-1.0350920594937634,-0.4595553624311835,-0.5755366970625799,2900.0
2026-06-12 09:50:00+09:00,5330.0,5330.0,5330.0,5330.0,1300,0.0,0.0,5342.8,-1.3089938329185316,-0.6498788896558901,-0.6591149432626414,3020.0
2026-06-12 09:55:00+09:00,5330.0,5330.0,5320.0,5330.0,500,0.0,0.0,5342.535519125683,-1.4885620375634971,-0.8333779702361798,-0.6551840673273174,2240.0
2026-06-12 10:00:00+09:00,5330.0,5350.0,5330.0,5340.0,6900,0.0,0.0,5342.067736185383,-1.0506512481088066,-0.8800391582337802,-0.1706120898750264,2840.0
2026-06-12 10:05:00+09:00,5340.0,5340.0,5290.0,5320.0,41800,0.0,0.0,5328.661616161616,-1.8417108230087251,-1.08356229389798,-0.758148529110745,10380.0
2026-06-12 10:10:00+09:00,5330.0,5340.0,5320.0,5320.0,2600,0.0,0.0,5328.598207008965,-2.4099094742668967,-1.361035113639675,-1.0488743606272217,10620.0
2026-06-12 10:15:00+09:00,5320.0,5340.0,5320.0,5330.0,3600,0.0,0.0,5328.6572989851675,-2.2142523097973026,-1.5379014850944674,-0.6763508247028351,11080.0
2026-06-12 10:20:00+09:00,5320.0,5320.0,5320.0,5320.0,700,0.0,0.0,5328.586914440572,-2.64445481693474,-1.7656219116383192,-0.8788329052964208,11120.0
2026-06-12 10:25:00+09:00,5330.0,5340.0,5320.0,5340.0,3900,0.0,0.0,5328.792592592592,-1.7020356993880341,-1.7526117053881611,0.050576006000127016,10520.0
2026-06-12 10:30:00+09:00,5330.0,5340.0,5330.0,5340.0,500,0.0,0.0,5328.836095764272,-0.9594004499767834,-1.5910591827834728,0.6316587328066894,2260.0
2026-06-12 10:35:00+09:00,5330.0,5330.0,5330.0,5330.0,500,0.0,0.0,5328.84249084249,-1.0184969333477056,-1.4748723035003357,0.4563753701526301,1840.0
2026-06-12 10:40:00+09:00,5330.0,5330.0,5320.0,5320.0,200,0.0,0.0,5328.830409356725,-1.7035984451586046,-1.5211510899126075,-0.1824473552459971,1160.0
2026-06-12 10:45:00+09:00,5320.0,5340.0,5320.0,5340.0,5400,0.0,0.0,5329.082125603864,-0.8893225770834761,-1.3936090193799073,0.5042864422964313,2100.0
2026-06-12 10:50:00+09:00,5350.0,5350.0,5330.0,5340.0,3900,0.0,0.0,5329.505804311774,-0.24830491385910136,-1.1628454637750334,0.914540549915932,2100.0
