セクター,前日比
鉄鋼・非鉄,2.2383803820929566
情報通信・サービス,1.477832512315271
不動産,1.0478519035976248
食品,0.8295964125560539
電機・精密,0.7485296738549277
小売,0.5570291777188329
建設・資材,0.5076142131979695
運輸・物流,-0.13863216266173753
金融（除く銀行）,-0.3410283315844701
商社・卸売,-0.5488474449315695
素材・化学,-0.8024349750968456
医薬品,-0.9316770186335404
エネルギー資源,-1.0257831993346271
電力・ガス,-1.1056511056511056
自動車・輸送機,-1.1145165784341042
機械,-1.58483874542835
銀行,-1.873327386262266
