セクター,前日比
銀行,5.132962275819419
建設・資材,4.529100529100529
電力・ガス,3.691132795927026
医薬品,3.4644351464435146
エネルギー資源,3.428571428571429
金融（除く銀行）,2.1780048400107557
商社・卸売,2.1316426092507066
不動産,1.936177841520258
運輸・物流,1.4203177660086663
小売,1.1392053348152265
食品,1.1133833219722788
自動車・輸送機,1.0110020814748737
機械,0.8944153577661431
素材・化学,0.6996921354603974
鉄鋼・非鉄,0.6563329143974306
情報通信・サービス,-1.7673048600883652
電機・精密,-2.3069036226930963
