セクター,前日比
自動車・輸送機,1.9975786924939467
小売,1.2513312034078807
医薬品,0.8818952100985649
情報通信・サービス,-0.24719101123595505
運輸・物流,-0.33285782215882076
食品,-0.5131494547787042
電力・ガス,-0.5249343832020997
商社・卸売,-0.9422826561604082
エネルギー資源,-1.046475838719606
機械,-1.6853932584269662
銀行,-1.6895969104513637
金融（除く銀行）,-1.704810836057917
建設・資材,-2.216798861094163
素材・化学,-2.463179278821737
不動産,-2.8838951310861423
電機・精密,-3.110047846889952
鉄鋼・非鉄,-4.580152671755725
