セクター,前日比
鉄鋼・非鉄,11.428571428571429
エネルギー資源,1.9492574257425743
電機・精密,-0.042265426880811495
食品,-0.36567003656700364
建設・資材,-0.5113077679449362
電力・ガス,-0.6561679790026247
商社・卸売,-0.7512826976429544
運輸・物流,-0.7603630120186411
小売,-0.9617953513224685
素材・化学,-1.0406091370558375
機械,-1.2809472551130248
金融（除く銀行）,-1.3639626704953338
情報通信・サービス,-1.500340986587861
不動産,-1.9030802432803609
自動車・輸送機,-2.0587344838026036
銀行,-2.5146050292100584
医薬品,-3.0039255845707458
