セクター,前日比
医薬品,1.062735687350017
運輸・物流,0.9541984732824428
食品,0.9241349666881582
小売,0.49960557454641075
商社・卸売,-0.5548985883231378
素材・化学,-0.807081489195522
不動産,-0.8484381025838797
自動車・輸送機,-1.2166172106824924
エネルギー資源,-1.4930015552099534
情報通信・サービス,-1.5994593376886685
金融（除く銀行）,-2.4233784746970777
電力・ガス,-2.594547053649956
建設・資材,-3.2653910149750414
電機・精密,-3.75
銀行,-4.738521973974957
鉄鋼・非鉄,-4.881632653061224
機械,-5.862857142857143
