セクター,前日比
銀行,-0.35629453681710216
運輸・物流,-1.095706618962433
金融（除く銀行）,-1.2637867647058825
素材・化学,-1.2711864406779663
医薬品,-1.3817480719794344
小売,-1.6367476240760297
商社・卸売,-1.6469659101264387
エネルギー資源,-1.8924033522573669
食品,-2.1183053557154277
不動産,-2.3757671748168683
電力・ガス,-2.8782574873590043
機械,-2.937692489931296
建設・資材,-3.020425901781834
情報通信・サービス,-3.530844155844156
自動車・輸送機,-3.600654664484452
電機・精密,-3.800183879865155
鉄鋼・非鉄,-5.194225331150469
