セクター,前日比
エネルギー資源,2.8176645895421295
素材・化学,2.5077486615948152
鉄鋼・非鉄,1.544782251437962
建設・資材,1.3892051924390798
商社・卸売,1.2296542121100813
電機・精密,1.0634816753926701
自動車・輸送機,0.7941176470588235
機械,0.7218419415059116
不動産,0.4802672791814575
電力・ガス,0.42968750000000006
運輸・物流,0.11312217194570137
食品,0.06326444538169548
小売,0.0
金融（除く銀行）,-0.09172208209126347
銀行,-0.5986590038314177
情報通信・サービス,-0.6059381943041809
医薬品,-0.7316262055204523
