セクター,前日比
小売,1.4620689655172414
食品,1.359311282283643
医薬品,0.9970264124540842
運輸・物流,0.7069722086786934
金融（除く銀行）,0.43016194331983804
電力・ガス,-0.35149384885764495
銀行,-0.9137328675087342
自動車・輸送機,-1.0362694300518136
商社・卸売,-1.3761490900314028
エネルギー資源,-1.3819464863275506
情報通信・サービス,-1.4417661635503491
不動産,-2.0440881763527057
建設・資材,-3.4931789995866063
素材・化学,-3.638743455497382
機械,-4.243458475540387
電機・精密,-5.149131918682297
鉄鋼・非鉄,-5.878156655728349
