セクター,前日比
小売,1.848998459167951
不動産,1.2287334593572778
銀行,0.9789156626506025
金融（除く銀行）,0.41909196740395804
商社・卸売,0.3546075199616282
運輸・物流,0.2567693744164332
エネルギー資源,0.24615384615384617
自動車・輸送機,0.20319303338171263
機械,0.07446808510638298
食品,0.0
電力・ガス,-0.4731182795698925
医薬品,-0.8106355382619975
建設・資材,-1.4087225009648783
情報通信・サービス,-1.4722536806342015
素材・化学,-2.3069207622868606
電機・精密,-2.7050359712230216
鉄鋼・非鉄,-5.401785714285714
