セクター,前日比
機械,1.901478928055154
素材・化学,1.5194437290754572
電機・精密,1.47725610647945
建設・資材,1.370415155179363
小売,1.2941493664060393
銀行,0.7125890736342043
医薬品,0.6118881118881119
エネルギー資源,0.4649721016738996
食品,0.3963884606914776
商社・卸売,0.19778480773895835
金融（除く銀行）,-0.024248302618816685
電力・ガス,-0.043859649122807015
情報通信・サービス,-0.0692201199815413
鉄鋼・非鉄,-0.4940014114326041
自動車・輸送機,-0.572289156626506
不動産,-0.975609756097561
運輸・物流,-1.1658974981782853
