セクター,前日比
機械,5.062522763141921
エネルギー資源,4.578465424692137
金融（除く銀行）,4.57755052349647
銀行,3.608247422680412
鉄鋼・非鉄,3.604531410916581
電力・ガス,3.566591422121896
商社・卸売,2.1921084630512886
自動車・輸送機,2.102733553619706
電機・精密,1.811768478435145
情報通信・サービス,1.6483516483516485
不動産,1.3613380007779075
建設・資材,0.5160180606321221
食品,0.48977853492333906
素材・化学,0.47244094488188976
運輸・物流,0.44896030245746693
医薬品,0.22048846675712347
小売,0.07849293563579278
