セクター,前日比
鉄鋼・非鉄,1.438267614738203
電機・精密,1.4350209609803288
医薬品,0.5237315875613748
機械,0.4914004914004914
小売,0.3861003861003861
素材・化学,0.27548209366391185
建設・資材,-0.31229087664510374
金融（除く銀行）,-0.43132803632236094
銀行,-0.5296100144439095
自動車・輸送機,-0.55056505360765
運輸・物流,-0.6238859180035651
商社・卸売,-0.6720991623697011
情報通信・サービス,-0.7569721115537849
エネルギー資源,-1.1920529801324504
不動産,-1.4213197969543148
食品,-1.5985052937512976
電力・ガス,-2.595419847328244
