セクター,前日比
電力・ガス,4.512195121951219
商社・卸売,3.2532302376963957
エネルギー資源,3.2087053571428568
自動車・輸送機,2.060133630289532
食品,1.707317073170732
建設・資材,1.4997794441993826
医薬品,1.401107852720756
不動産,1.1008807045636508
運輸・物流,0.9025270758122743
素材・化学,0.6396588486140725
金融（除く銀行）,0.5777675063554426
鉄鋼・非鉄,0.5236385397965291
機械,0.46411995715815785
銀行,0.3575685339690107
情報通信・サービス,0.04060089321965083
小売,-0.07913479293062516
電機・精密,-0.10714832389407623
