セクター,前日比
鉄鋼・非鉄,4.0326167531504815
建設・資材,0.6248653307476837
機械,0.43463724506853896
電力・ガス,0.17406440382941687
エネルギー資源,0.11695906432748539
電機・精密,-0.1304726007538417
自動車・輸送機,-0.2279202279202279
素材・化学,-0.23510971786833856
不動産,-0.30775543701272057
運輸・物流,-0.5320379366180893
銀行,-0.6708193579300431
情報通信・サービス,-0.8237232289950577
食品,-0.8247837457252062
金融（除く銀行）,-0.8472581783949165
小売,-1.3436692506459949
医薬品,-1.5573227302849568
商社・卸売,-1.7478548888559768
