セクター,前日比
小売,1.0535070695869144
素材・化学,0.8582574772431729
電機・精密,0.4534792806880375
自動車・輸送機,0.4405286343612335
建設・資材,0.16505054672993605
運輸・物流,0.0
食品,-0.06613756613756613
機械,-0.08045977011494253
エネルギー資源,-0.14624159110851126
情報通信・サービス,-0.5034324942791762
不動産,-0.7274872198191112
商社・卸売,-0.8088280172909008
医薬品,-0.8856951871657754
金融（除く銀行）,-1.138663967611336
電力・ガス,-1.5417558886509637
銀行,-1.685866816521495
鉄鋼・非鉄,-2.4450549450549453
