セクター,前日比
電機・精密,2.5212947189097106
鉄鋼・非鉄,0.1986994219653179
機械,0.04826254826254826
商社・卸売,-0.41730124356812537
エネルギー資源,-0.4444444444444444
素材・化学,-0.8234971177600879
情報通信・サービス,-1.2157382847038019
建設・資材,-1.307474395293092
不動産,-1.4081862561021405
電力・ガス,-1.4982876712328765
食品,-1.5701468189233279
医薬品,-1.6850291639662993
小売,-1.797304043934099
運輸・物流,-2.0026702269692924
金融（除く銀行）,-2.178796046720575
自動車・輸送機,-2.208287895310796
銀行,-3.392768697374938
