セクター,前日比
銀行,2.116788321167883
鉄鋼・非鉄,1.9286871961102108
エネルギー資源,1.642281277993431
自動車・輸送機,1.4029850746268657
機械,1.2314420531706756
商社・卸売,0.8030616074629541
電力・ガス,0.5258545135845749
電機・精密,0.4671441918405481
素材・化学,0.4186289900575615
情報通信・サービス,0.36596523330283626
建設・資材,-0.04230118443316413
医薬品,-0.3401360544217687
運輸・物流,-0.37709168041480084
金融（除く銀行）,-0.6460544531610521
小売,-0.8997089177030961
食品,-1.1233573548113607
不動産,-1.560693641618497
