セクター,前日比
銀行,3.170859538784067
電機・精密,2.306140098010954
食品,1.9741171309497696
医薬品,1.8071242397914855
情報通信・サービス,1.570076194874163
機械,1.3749454386730686
金融（除く銀行）,1.3582342954159592
建設・資材,1.0934393638170974
不動産,0.4334975369458128
電力・ガス,0.307152259763054
運輸・物流,0.19660850331776847
自動車・輸送機,0.060587700696758555
素材・化学,-0.050735667174023336
商社・卸売,-0.15791912769606323
エネルギー資源,-0.2776920703486578
小売,-0.37263774287995743
鉄鋼・非鉄,-0.7092198581560284
