セクター,前日比
鉄鋼・非鉄,3.22373696872494
情報通信・サービス,1.1291779584462511
電機・精密,1.1149100639215104
銀行,0.74757039621231
機械,0.7169261790075053
建設・資材,0.6265157639450283
素材・化学,0.5983350676378771
医薬品,-0.0332667997338656
エネルギー資源,-0.09196811771919068
商社・卸売,-0.31987326358828383
不動産,-0.44179792547061086
金融（除く銀行）,-0.7441860465116279
自動車・輸送機,-1.0866284334440086
運輸・物流,-1.100187265917603
電力・ガス,-1.1642949547218628
食品,-1.2770339855818744
小売,-2.332735196103563
