セクター,前日比
エネルギー資源,1.1239278320023662
小売,0.6698297516048004
素材・化学,0.47034230467729293
医薬品,0.20093770931011384
自動車・輸送機,0.176522506619594
電力・ガス,0.0
電機・精密,-0.17171401810802372
金融（除く銀行）,-0.3781194857574994
運輸・物流,-0.4359409057883265
食品,-0.591715976331361
商社・卸売,-0.9107468123861567
機械,-0.9111617312072893
情報通信・サービス,-1.2652507907817443
銀行,-1.2760055478502081
建設・資材,-1.3232899022801303
不動産,-1.9282684149633629
鉄鋼・非鉄,-2.2818791946308723
