セクター,前日比
医薬品,0.9596293845135672
不動産,-0.33153750518027353
食品,-0.4316546762589928
運輸・物流,-0.504471451501949
小売,-0.6573757559821194
電力・ガス,-1.8892228424216402
情報通信・サービス,-2.345549738219895
金融（除く銀行）,-2.5256135334762924
商社・卸売,-2.63256869525357
自動車・輸送機,-3.308613804905876
素材・化学,-3.4346103038309117
建設・資材,-3.7723506323593545
電機・精密,-3.8484757017808633
エネルギー資源,-4.022346368715084
機械,-4.022662889518413
銀行,-4.17169037858693
鉄鋼・非鉄,-7.310404374730177
