セクター,前日比
機械,3.1939930516642385
電機・精密,1.559177888022679
銀行,0.9054593874833556
素材・化学,0.8771929824561403
建設・資材,0.49544193420531113
エネルギー資源,0.16092693916961698
自動車・輸送機,-0.279416330332195
情報通信・サービス,-0.4442366144493804
商社・卸売,-0.5306134905133928
金融（除く銀行）,-0.6361634450697333
食品,-0.8336807002917883
小売,-1.1351636747624076
医薬品,-1.2718331354926233
電力・ガス,-1.7958826106000876
運輸・物流,-1.824817518248175
不動産,-2.4485036921881074
鉄鋼・非鉄,-3.679533462926965
