セクター,前日比
銀行,1.2861736334405145
小売,0.9448818897637795
自動車・輸送機,0.732377174244736
運輸・物流,0.6627218934911243
情報通信・サービス,0.5806163465832961
エネルギー資源,-0.0613685179502915
金融（除く銀行）,-0.25773195876288657
商社・卸売,-0.320899736046823
不動産,-0.3279953694771368
食品,-0.5007302315877321
素材・化学,-0.517196793379881
医薬品,-1.2479201331114809
機械,-1.8129240351462572
建設・資材,-1.8678449487848965
電力・ガス,-2.094240837696335
鉄鋼・非鉄,-2.5015537600994406
電機・精密,-2.5727727139076744
