セクター,前日比
医薬品,2.8135593220338984
鉄鋼・非鉄,2.2468354430379747
エネルギー資源,2.1321961620469083
商社・卸売,2.043142135251418
小売,1.882845188284519
電力・ガス,1.8559434379142732
情報通信・サービス,1.6175493020163971
食品,1.4513788098693758
運輸・物流,1.0213776722090262
不動産,0.6030150753768844
金融（除く銀行）,0.09252833680314597
自動車・輸送機,-0.0576036866359447
銀行,-0.12345679012345678
電機・精密,-0.2619010938222154
機械,-0.6147540983606558
素材・化学,-0.659108884787767
建設・資材,-1.8562486509820852
