セクター,前日比
食品,0.6966292134831461
素材・化学,-0.22234574763757642
エネルギー資源,-0.24861878453038672
商社・卸売,-0.732332462578533
不動産,-0.8265916285613788
情報通信・サービス,-0.8745627186406797
金融（除く銀行）,-0.9210526315789472
小売,-1.2637362637362637
電機・精密,-1.4168270071715936
建設・資材,-1.5185260174124315
医薬品,-1.649951472015529
運輸・物流,-1.6852599098029906
鉄鋼・非鉄,-1.6925638179800222
機械,-2.0
電力・ガス,-2.1685761047463172
自動車・輸送機,-2.178392699440683
銀行,-2.4705882352941173
