セクター,前日比
小売,2.3597273203985316
自動車・輸送機,1.4899211218229622
食品,0.7354486236604328
医薬品,0.6648936170212766
運輸・物流,0.6171428571428572
不動産,0.21036527060623444
情報通信・サービス,0.13452914798206278
商社・卸売,-1.2481043378014347
エネルギー資源,-1.268810858660372
電力・ガス,-1.4042553191489362
金融（除く銀行）,-1.661427929950606
建設・資材,-2.881603675088745
素材・化学,-3.727369542066028
銀行,-4.048295454545454
鉄鋼・非鉄,-5.011577902745617
機械,-5.207857469164002
電機・精密,-6.676069581570286
