セクター,前日比
鉄鋼・非鉄,4.641116345793326
不動産,4.476443887932384
金融（除く銀行）,4.316897290976418
エネルギー資源,3.908148906230011
運輸・物流,3.790346461356233
銀行,3.751377341480517
商社・卸売,3.663003708500611
建設・資材,3.5354067086395315
素材・化学,3.029668777144053
電力・ガス,2.723105958479375
機械,2.4165707710011506
自動車・輸送機,2.3290386521308224
電機・精密,2.1474172954149737
食品,1.642978224018777
医薬品,1.4810655248657565
小売,0.4734772490169329
情報通信・サービス,-0.8930758780428052
